time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/exploration_rate,time/fps,rollout/ep_len_mean,time/time_elapsed,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/loss,train/n_updates
2672,-14.75,1007525,0.01,544,3158.04,1849,,,0.0001,0.015642277896404266,226881
2676,-14.72,1010593,0.01,544,3173.64,1855,,,0.0001,0.010926496237516403,227648
2680,-14.78,1013555,0.01,544,3158.38,1860,,,0.0001,0.02251778170466423,228388
2684,-14.73,1017004,0.01,544,3168.23,1866,,,0.0001,0.02889855206012726,229250
2688,-14.76,1020201,0.01,544,3168.5,1872,,,0.0001,0.005420468747615814,230050
2692,-14.74,1023488,0.01,545,3180.38,1877,,,0.0001,0.022266730666160583,230871
2696,-14.85,1026624,0.01,545,3157.82,1883,,,0.0001,0.004701503086835146,231655
2700,-14.73,1029916,0.01,545,3171.9,1889,,,0.0001,0.00611081812530756,232478
2704,-14.69,1033458,0.01,545,3164.69,1895,,,0.0001,0.00677040359005332,233364
2708,-14.71,1037645,0.01,545,3190.68,1903,,,0.0001,0.03081399016082287,234411
2712,-14.72,1041177,0.01,545,3201.63,1909,,,0.0001,0.010209029540419579,235294
2716,-14.75,1044741,0.01,545,3213.43,1915,,,0.0001,0.019258445128798485,236185
2720,-14.85,1047938,0.01,545,3208.14,1921,,,0.0001,0.008902771398425102,236984
2724,-14.74,1051410,0.01,545,3237.3,1927,,,0.0001,0.0032088709995150566,237852
2728,-14.76,1054522,0.01,545,3230.86,1933,,,0.0001,0.03907603770494461,238630
2732,-14.73,1057735,0.01,545,3235.15,1938,,,0.0001,0.015672940760850906,239433
2736,-14.59,1061245,0.01,545,3262.3,1945,,,0.0001,0.018526390194892883,240311
2740,-14.46,1065457,0.01,545,3312.56,1952,,,0.0001,0.00591370090842247,241364
2744,-14.42,1069049,0.01,545,3326.18,1959,,,0.0001,0.011000735685229301,242262
2748,-14.3,1072718,0.01,545,3351.15,1965,,,0.0001,0.008200745098292828,243179
2752,-14.17,1076084,0.01,545,3365.78,1971,,,0.0001,0.0120682492852211,244020
2756,-14.14,1079224,0.01,545,3389.1,1977,,,0.0001,0.011647095903754234,244805
2760,-14.22,1082450,0.01,545,3394.04,1982,,,0.0001,0.007217159494757652,245612
2764,-14.15,1086041,0.01,545,3398.8,1989,,,0.0001,0.01283329725265503,246510
2768,-14.24,1088434,0.01,546,3385.87,1993,,,0.0001,0.0080254590138793,247108
2772,-14.14,1091999,0.01,546,3402.22,1999,,,0.0001,0.009546449407935143,247999
2776,-14.18,1094966,0.01,546,3397.98,2005,,,0.0001,0.00655403733253479,248741
2780,-14.04,1098520,0.01,546,3421.82,2011,,,0.0001,0.0071932366117835045,249629
,,1100000,0.01,,,,3816.3,-12.25,0.0001,0.042233310639858246,249999
2784,-14.14,1101941,0.01,539,3420.61,2041,,,0.0001,0.004612751305103302,250485
2788,-13.89,1106745,0.01,539,3484.57,2050,,,0.0001,0.003246899228543043,251686
2792,-13.9,1109801,0.01,539,3475.36,2055,,,0.0001,0.006004286464303732,252450
2796,-13.8,1113419,0.01,539,3494.78,2062,,,0.0001,0.007773899473249912,253354
2800,-13.75,1117187,0.01,540,3513.61,2068,,,0.0001,0.005928147584199905,254296
2804,-13.81,1120696,0.01,540,3512.23,2074,,,0.0001,0.011119648814201355,255173
2808,-13.83,1124918,0.01,540,3513.96,2082,,,0.0001,0.01655725948512554,256229
2812,-13.68,1129012,0.01,540,3536.61,2089,,,0.0001,0.011048085987567902,257252
2816,-13.58,1132891,0.01,540,3548.78,2096,,,0.0001,0.004721187520772219,258222
2820,-13.42,1136405,0.01,540,3561.8,2102,,,0.0001,0.013685686513781548,259101
2824,-13.21,1141038,0.01,540,3608.1,2111,,,0.0001,0.01494021899998188,260259
2828,-13.1,1144685,0.01,540,3629.83,2117,,,0.0001,0.010691745206713676,261171
2832,-12.97,1148627,0.01,540,3659.18,2124,,,0.0001,0.011550437659025192,262156
2836,-12.88,1152970,0.01,540,3692.86,2132,,,0.0001,0.02123308554291725,263242
2840,-12.9,1156576,0.01,540,3668.85,2138,,,0.0001,0.007942643016576767,264143
2844,-12.83,1160572,0.01,540,3684.67,2145,,,0.0001,0.006439056247472763,265142
2848,-12.83,1164384,0.01,540,3690.39,2152,,,0.0001,0.019285112619400024,266095
2852,-12.76,1167956,0.01,541,3698.33,2158,,,0.0001,0.015970315784215927,266988
2856,-12.68,1171240,0.01,541,3703.99,2164,,,0.0001,0.003999260254204273,267809
2860,-12.53,1174610,0.01,541,3709.76,2170,,,0.0001,0.013262728229165077,268652
2864,-12.66,1177721,0.01,541,3690.65,2175,,,0.0001,0.01386201661080122,269430
2868,-12.45,1181334,0.01,541,3739.57,2182,,,0.0001,0.0052474490366876125,270333
2872,-12.47,1185201,0.01,541,3751.55,2189,,,0.0001,0.01434904895722866,271300
2876,-12.48,1188125,0.01,541,3750.3,2194,,,0.0001,0.010861165821552277,272031
2880,-12.45,1191660,0.01,541,3749.65,2200,,,0.0001,0.03208504989743233,272914
2884,-12.43,1194790,0.01,541,3737.6,2206,,,0.0001,0.007140396162867546,273697
2888,-12.61,1197934,0.01,541,3671.55,2211,,,0.0001,0.005740368738770485,274483
,,1200000,0.01,,,,3324.25,-14.5,0.0001,0.006753537338227034,274999
2892,-12.53,1201482,0.01,536,3691.04,2239,,,0.0001,0.005717550870031118,275370
2896,-12.45,1205829,0.01,536,3720.07,2246,,,0.0001,0.016931265592575073,276457
2900,-12.34,1210640,0.01,536,3762.05,2255,,,0.0001,0.006934791803359985,277659
2904,-12.39,1214062,0.01,536,3758.66,2261,,,0.0001,0.011451848782598972,278515
2908,-12.56,1217462,0.01,536,3725.87,2267,,,0.0001,0.0083902757614851,279365
2912,-12.84,1220811,0.01,537,3695.37,2273,,,0.0001,0.0025650584138929844,280202
2916,-12.86,1224559,0.01,537,3690.71,2279,,,0.0001,0.03653266653418541,281139
2920,-12.87,1228234,0.01,537,3696.99,2286,,,0.0001,0.009416399523615837,282058
2924,-12.91,1232219,0.01,537,3671.08,2293,,,0.0001,0.008269507437944412,283054
2928,-12.92,1235794,0.01,537,3667.87,2299,,,0.0001,0.012399513274431229,283948
2932,-13.02,1239211,0.01,537,3646.94,2306,,,0.0001,0.011981412768363953,284802
2936,-12.97,1243361,0.01,537,3639.53,2313,,,0.0001,0.00640548812225461,285840
2940,-13.02,1246611,0.01,537,3624.93,2319,,,0.0001,0.010089138522744179,286652
2944,-13.08,1250471,0.01,537,3619.15,2326,,,0.0001,0.01586928218603134,287617
2948,-13.14,1254485,0.01,537,3627.27,2333,,,0.0001,0.010021887719631195,288621
2952,-13.24,1258236,0.01,537,3634.52,2339,,,0.0001,0.013334731571376324,289558
2956,-13.28,1261524,0.01,537,3634.94,2345,,,0.0001,0.019596397876739502,290380
2960,-13.3,1265524,0.01,537,3659.76,2352,,,0.0001,0.01215396448969841,291380
2964,-12.94,1269788,0.01,538,3705.65,2360,,,0.0001,0.009989519603550434,292446
2968,-12.91,1273570,0.01,538,3712.57,2366,,,0.0001,0.010507805272936821,293392
2972,-12.92,1277482,0.01,538,3714.62,2373,,,0.0001,0.006158334203064442,294370
2976,-12.8,1281063,0.01,538,3740.36,2380,,,0.0001,0.004092211369425058,295265
2980,-12.93,1284767,0.01,538,3747.16,2386,,,0.0001,0.007931403815746307,296191
2984,-12.93,1287980,0.01,538,3750.65,2392,,,0.0001,0.009743239730596542,296994
2988,-12.95,1291831,0.01,538,3778.68,2399,,,0.0001,0.012940187007188797,297957
2992,-12.78,1296435,0.01,538,3821.0,2407,,,0.0001,0.016285661607980728,299108
,,1300000,0.01,,,,4001.5,-13.45,0.0001,0.008837058208882809,299999
2996,-12.74,1300829,0.01,533,3823.29,2440,,,0.0001,0.0033116182312369347,300207
3000,-12.92,1304689,0.01,533,3784.78,2447,,,0.0001,0.007515371311455965,301172
3004,-12.75,1309068,0.01,533,3823.1,2454,,,0.0001,0.0067504895851016045,302266
3008,-12.65,1312963,0.01,533,3842.78,2461,,,0.0001,0.005259006284177303,303240
3012,-12.51,1316885,0.01,533,3865.75,2468,,,0.0001,0.009363527409732342,304221
3016,-12.52,1320727,0.01,533,3869.25,2475,,,0.0001,0.0049610864371061325,305181
3020,-12.55,1324317,0.01,533,3865.92,2482,,,0.0001,0.004319903440773487,306079
3024,-12.64,1328331,0.01,533,3867.08,2489,,,0.0001,0.02378164604306221,307082
3028,-12.6,1332306,0.01,533,3883.28,2496,,,0.0001,0.015111199580132961,308076
3032,-12.61,1335923,0.01,533,3891.01,2502,,,0.0001,0.0114689189940691,308980
3036,-12.7,1339755,0.01,533,3877.54,2509,,,0.0001,0.013234754092991352,309938
3040,-12.63,1343728,0.01,533,3906.62,2516,,,0.0001,0.0063232905231416225,310931
3044,-12.57,1347917,0.01,534,3919.69,2523,,,0.0001,0.007781287655234337,311979
3048,-12.42,1352458,0.01,534,3940.8,2532,,,0.0001,0.010945664718747139,313114
3052,-12.4,1356223,0.01,534,3941.3,2538,,,0.0001,0.009672177955508232,314055
3056,-12.21,1360567,0.01,534,3983.31,2546,,,0.0001,0.005923297256231308,315141
3060,-12.17,1364392,0.01,534,3976.78,2553,,,0.0001,0.0102147925645113,316097
3064,-12.47,1368276,0.01,534,3961.91,2560,,,0.0001,0.0225842222571373,317068
3068,-12.34,1372413,0.01,534,3975.91,2567,,,0.0001,0.01467103324830532,318103
3072,-12.49,1375813,0.01,534,3955.15,2573,,,0.0001,0.025688352063298225,318953
3076,-12.41,1379618,0.01,534,3964.57,2580,,,0.0001,0.011693375185132027,319904
3080,-12.32,1383630,0.01,534,3977.05,2587,,,0.0001,0.00935183372348547,320907
3084,-12.16,1387888,0.01,534,4018.98,2594,,,0.0001,0.007105586584657431,321971
3088,-12.21,1391883,0.01,534,4024.56,2601,,,0.0001,0.017643410712480545,322970
3092,-12.46,1395351,0.01,535,3979.03,2608,,,0.0001,0.011342563666403294,323837
3096,-12.59,1399737,0.01,535,3978.31,2615,,,0.0001,0.014331524260342121,324934
,,1400000,0.01,,,,4477.7,-10.95,0.0001,0.007353511638939381,324999
3100,-12.47,1404152,0.01,529,4000.7,2652,,,0.0001,0.0019850446842610836,326037
3104,-12.57,1408145,0.01,529,3984.88,2659,,,0.0001,0.003599144984036684,327036
3108,-12.48,1412248,0.01,529,3993.0,2666,,,0.0001,0.005224366672337055,328061
3112,-12.3,1416653,0.01,529,4012.59,2674,,,0.0001,0.013326706364750862,329163
3116,-12.34,1420422,0.01,529,4009.98,2680,,,0.0001,0.008863614872097969,330105
3120,-12.35,1424267,0.01,529,4020.08,2687,,,0.0001,0.022670768201351166,331066
3124,-12.23,1429062,0.01,530,4051.1,2696,,,0.0001,0.012748995795845985,332265
3128,-12.2,1432954,0.01,530,4047.59,2703,,,0.0001,0.009379008784890175,333238
3132,-12.14,1436616,0.01,530,4049.74,2709,,,0.0001,0.015157509595155716,334153
3136,-12.24,1440533,0.01,530,4053.46,2716,,,0.0001,0.018932798877358437,335133
3140,-12.3,1444073,0.01,530,4035.89,2722,,,0.0001,0.0144987553358078,336018
3144,-12.34,1448042,0.01,530,4027.36,2729,,,0.0001,0.005190638825297356,337010
3148,-12.55,1451981,0.01,530,4003.39,2736,,,0.0001,0.01209468487650156,337995
3152,-12.39,1456580,0.01,530,4036.98,2744,,,0.0001,0.004813540726900101,339144
3156,-12.59,1460574,0.01,530,4023.42,2752,,,0.0001,0.004392007365822792,340143
3160,-12.55,1465001,0.01,530,4047.15,2759,,,0.0001,0.017215248197317123,341250
3164,-12.47,1469225,0.01,530,4060.92,2767,,,0.0001,0.004615285433828831,342306
3168,-12.46,1473584,0.01,531,4070.11,2775,,,0.0001,0.013996809720993042,343395
3172,-12.25,1477629,0.01,531,4095.99,2782,,,0.0001,0.036199167370796204,344407
3176,-12.29,1481767,0.01,531,4108.65,2789,,,0.0001,0.03856099396944046,345441
3180,-12.41,1485136,0.01,531,4082.82,2795,,,0.0001,0.004039350897073746,346283
3184,-12.45,1489165,0.01,531,4073.42,2802,,,0.0001,0.006376488134264946,347291
3188,-12.29,1493709,0.01,531,4095.55,2810,,,0.0001,0.018045734614133835,348427
3192,-12.24,1497662,0.01,531,4115.25,2817,,,0.0001,0.016599804162979126,349415
,,1500000,0.01,,,,4580.65,-9.95,0.0001,0.009552309289574623,349999
3196,-12.11,1501839,0.01,526,4107.15,2854,,,0.0001,0.01558794267475605,350459
3200,-12.15,1506103,0.01,526,4101.24,2861,,,0.0001,0.025938140228390694,351525
3204,-12.08,1510342,0.01,526,4111.19,2869,,,0.0001,0.0062397075816988945,352585
3208,-12.15,1514056,0.01,526,4095.94,2875,,,0.0001,0.04539927840232849,353513
3212,-12.29,1518298,0.01,526,4088.99,2883,,,0.0001,0.02015039697289467,354574
3216,-12.15,1522447,0.01,526,4104.09,2890,,,0.0001,0.007510381285101175,355611
3220,-11.83,1527078,0.01,526,4135.51,2899,,,0.0001,0.009200382977724075,356769
3224,-11.98,1531014,0.01,526,4101.62,2906,,,0.0001,0.027206020429730415,357753
3228,-12.06,1534364,0.01,526,4080.04,2912,,,0.0001,0.0061045000329613686,358590
3232,-12.05,1538389,0.01,526,4094.2,2919,,,0.0001,0.007522168569266796,359597
3236,-11.95,1542726,0.01,527,4110.77,2927,,,0.0001,0.00801055133342743,360681
3240,-11.83,1546710,0.01,527,4128.77,2934,,,0.0001,0.007439807057380676,361677
3244,-11.77,1551089,0.01,527,4145.08,2942,,,0.0001,0.006831476930528879,362772
3248,-11.6,1555014,0.01,527,4144.41,2949,,,0.0001,0.006912996992468834,363753
3252,-11.71,1558869,0.01,527,4114.27,2956,,,0.0001,0.01587769202888012,364717
3256,-11.58,1562958,0.01,527,4117.62,2963,,,0.0001,0.003446526825428009,365739
3260,-11.68,1567075,0.01,527,4105.15,2970,,,0.0001,0.008193991146981716,366768
3264,-11.71,1571189,0.01,527,4100.69,2977,,,0.0001,0.00411962578073144,367797
3268,-11.66,1575800,0.01,527,4110.59,2985,,,0.0001,0.0049705784767866135,368949
3272,-11.58,1579993,0.01,527,4116.24,2993,,,0.0001,0.002625302644446492,369998
3276,-11.63,1583968,0.01,527,4110.15,3000,,,0.0001,0.010278057307004929,370991
3280,-11.59,1587456,0.01,527,4115.14,3006,,,0.0001,0.00721445307135582,371863
3284,-11.72,1591270,0.01,528,4106.62,3013,,,0.0001,0.01848558709025383,372817
3288,-11.69,1595070,0.01,528,4077.09,3020,,,0.0001,0.0053290678188204765,373767
3292,-11.48,1599997,0.01,528,4115.82,3029,,,0.0001,0.013651398941874504,374999
,,1600000,0.01,,,,4134.45,-12.05,,,
3296,-11.48,1604274,0.01,523,4119.61,3062,,,0.0001,0.0162254199385643,376068
3300,-11.5,1608586,0.01,523,4121.25,3070,,,0.0001,0.009522777050733566,377146
3304,-11.56,1612427,0.01,523,4105.72,3077,,,0.0001,0.010116687044501305,378106
3308,-11.52,1616706,0.01,524,4128.13,3085,,,0.0001,0.012074152007699013,379176
3312,-11.56,1620850,0.01,524,4124.57,3092,,,0.0001,0.01389116607606411,380212
3316,-11.64,1624735,0.01,524,4114.1,3099,,,0.0001,0.006838380359113216,381183
3320,-11.77,1629069,0.01,524,4102.28,3106,,,0.0001,0.010828584432601929,382267
3324,-11.77,1633291,0.01,524,4113.33,3114,,,0.0001,0.02949829213321209,383322
3328,-11.72,1638126,0.01,524,4172.69,3122,,,0.0001,0.005981672089546919,384531
3332,-11.69,1642090,0.01,524,4170.62,3130,,,0.0001,0.015292240306735039,385522
3336,-11.65,1646585,0.01,524,4177.48,3137,,,0.0001,0.00746260117739439,386646
3340,-11.49,1651393,0.01,524,4210.5,3146,,,0.0001,0.012709107249975204,387848
3344,-11.4,1656147,0.01,524,4225.33,3154,,,0.0001,0.012686191126704216,389036
3348,-11.51,1659976,0.01,525,4221.63,3161,,,0.0001,0.023740150034427643,389993
3352,-11.59,1663609,0.01,525,4212.95,3168,,,0.0001,0.008665651082992554,390902
3356,-11.51,1667886,0.01,525,4220.62,3175,,,0.0001,0.008805898949503899,391971
3360,-11.33,1672759,0.01,525,4251.15,3184,,,0.0001,0.00998197216540575,393189
3364,-11.17,1677634,0.01,525,4281.37,3192,,,0.0001,0.0169224850833416,394408
3368,-11.23,1682131,0.01,525,4277.18,3200,,,0.0001,0.004945836029946804,395532
3372,-11.31,1686589,0.01,525,4288.15,3208,,,0.0001,0.0038484970573335886,396647
3376,-11.11,1691255,0.01,525,4315.79,3217,,,0.0001,0.004878653679043055,397813
3380,-10.89,1695805,0.01,525,4357.72,3225,,,0.0001,0.005875847302377224,398951
3384,-10.92,1699113,0.01,525,4337.28,3230,,,0.0001,0.007207722403109074,399778
,,1700000,0.01,,,,4972.3,-8.75,0.0001,0.01627523824572563,399999
3388,-10.92,1703260,0.01,520,4351.09,3269,,,0.0001,0.030305545777082443,400814
3392,-11.1,1707729,0.01,521,4332.58,3277,,,0.0001,0.013107102364301682,401932
3396,-11.22,1712155,0.01,521,4338.64,3285,,,0.0001,0.012721787206828594,403038
3400,-11.15,1716744,0.01,521,4349.86,3293,,,0.0001,0.023690132424235344,404185
3404,-10.98,1721235,0.01,521,4375.64,3301,,,0.0001,0.010287963785231113,405308
3408,-10.95,1725807,0.01,521,4387.21,3309,,,0.0001,0.006979566533118486,406451
3412,-10.91,1729867,0.01,521,4383.63,3316,,,0.0001,0.0060017304494977,407466
3416,-10.95,1733815,0.01,521,4385.93,3323,,,0.0001,0.008745703846216202,408453
3420,-11.08,1738605,0.01,521,4403.74,3332,,,0.0001,0.008890260010957718,409651
3424,-11.04,1743094,0.01,521,4414.77,3340,,,0.0001,0.008860851638019085,410773
3428,-10.89,1747493,0.01,521,4397.56,3348,,,0.0001,0.00541688920930028,411873
3432,-10.88,1751725,0.01,522,4407.96,3355,,,0.0001,0.003609626553952694,412931
3436,-10.93,1756462,0.01,522,4417.16,3364,,,0.0001,0.012153996154665947,414115
3440,-11.0,1760926,0.01,522,4403.33,3372,,,0.0001,0.005840046796947718,415231
3444,-11.13,1765118,0.01,522,4380.81,3379,,,0.0001,0.004730415530502796,416279
3448,-11.04,1769183,0.01,522,4390.06,3386,,,0.0001,0.003580960910767317,417295
3452,-10.82,1773996,0.01,522,4437.28,3395,,,0.0001,0.025023596361279488,418498
3456,-10.78,1778749,0.01,522,4456.35,3403,,,0.0001,0.007461112458258867,419687
3460,-10.9,1782957,0.01,522,4429.62,3411,,,0.0001,0.004028358496725559,420739
3464,-10.91,1788143,0.01,522,4442.11,3420,,,0.0001,0.010804988443851471,422035
3468,-10.9,1793611,0.01,522,4480.63,3430,,,0.0001,0.0038520153611898422,423402
3472,-10.99,1797557,0.01,522,4459.8,3437,,,0.0001,0.00975457951426506,424389
,,1800000,0.01,,,,5527.8,-8.6,0.0001,0.015159267000854015,424999
3476,-10.91,1802313,0.01,517,4463.19,3480,,,0.0001,0.005897462368011475,425578
3480,-10.85,1806737,0.01,517,4458.11,3488,,,0.0001,0.005539627745747566,426684
3484,-10.75,1811501,0.01,518,4516.49,3496,,,0.0001,0.006664174608886242,427875
3488,-10.71,1816204,0.01,518,4538.74,3505,,,0.0001,0.006343673914670944,429050
3492,-10.57,1820696,0.01,518,4540.08,3513,,,0.0001,0.0036572329699993134,430173
3496,-10.51,1824898,0.01,518,4530.93,3520,,,0.0001,0.030538123100996017,431224
3500,-10.42,1829166,0.01,518,4517.93,3528,,,0.0001,0.014156574383378029,432291
3504,-10.42,1834088,0.01,518,4535.43,3536,,,0.0001,0.03443148732185364,433521
3508,-10.32,1838634,0.01,518,4534.39,3544,,,0.0001,0.004505065735429525,434658
3512,-10.12,1843666,0.01,518,4573.13,3553,,,0.0001,0.006093667820096016,435916
3516,-10.04,1848529,0.01,518,4609.85,3562,,,0.0001,0.004666811320930719,437132
3520,-9.86,1853639,0.01,519,4622.94,3571,,,0.0001,0.007768005598336458,438409
3524,-9.71,1858754,0.01,519,4647.76,3580,,,0.0001,0.007725078612565994,439688
3528,-9.81,1862888,0.01,519,4637.1,3587,,,0.0001,0.010622638277709484,440721
3532,-9.77,1867745,0.01,519,4662.3,3596,,,0.0001,0.013764082454144955,441936
3536,-9.8,1872141,0.01,519,4648.69,3604,,,0.0001,0.006830509752035141,443035
3540,-9.68,1877304,0.01,519,4676.45,3613,,,0.0001,0.012399842962622643,444325
3544,-9.62,1881652,0.01,519,4683.23,3620,,,0.0001,0.005946468561887741,445412
3548,-9.67,1885909,0.01,519,4690.85,3628,,,0.0001,0.01462832186371088,446477
3552,-9.71,1890316,0.01,519,4674.32,3636,,,0.0001,0.008434642106294632,447578
3556,-9.72,1895238,0.01,519,4681.13,3644,,,0.0001,0.011045427992939949,448809
3560,-9.71,1899319,0.01,520,4676.04,3652,,,0.0001,0.008742005564272404,449829
,,1900000,0.01,,,,4721.75,-10.05,0.0001,0.013315550051629543,449999
3564,-9.72,1904030,0.01,515,4657.01,3690,,,0.0001,0.006715851835906506,451007
3568,-9.54,1909258,0.01,516,4647.39,3699,,,0.0001,0.0035559977404773235,452314
3572,-9.23,1913942,0.01,516,4677.12,3707,,,0.0001,0.0016178479418158531,453485
3576,-9.47,1918002,0.01,516,4649.37,3715,,,0.0001,0.005606943741440773,454500
3580,-9.58,1922112,0.01,516,4636.94,3722,,,0.0001,0.007343452889472246,455527
3584,-9.35,1926485,0.01,516,4621.28,3730,,,0.0001,0.01678234525024891,456621
3588,-9.35,1931298,0.01,516,4625.37,3738,,,0.0001,0.009576832875609398,457824
3592,-9.35,1936229,0.01,516,4643.04,3747,,,0.0001,0.007121137343347073,459057
3596,-9.35,1941085,0.01,516,4669.57,3756,,,0.0001,0.015521131455898285,460271
3600,-9.21,1946302,0.01,516,4707.58,3765,,,0.0001,0.018790723755955696,461575
3604,-9.36,1950089,0.01,516,4661.93,3772,,,0.0001,0.014830839820206165,462522
3608,-9.39,1954758,0.01,517,4666.83,3780,,,0.0001,0.012272725813090801,463689
3612,-9.46,1959801,0.01,517,4667.36,3789,,,0.0001,0.004052680917084217,464950
3616,-9.35,1964440,0.01,517,4658.37,3797,,,0.0001,0.0092680174857378,466109
3620,-9.56,1968224,0.01,517,4605.42,3804,,,0.0001,0.002689736196771264,467055
3624,-9.65,1972995,0.01,517,4591.68,3812,,,0.0001,0.003777001751586795,468248
3628,-9.52,1977920,0.01,517,4623.13,3821,,,0.0001,0.012178894132375717,469479
3632,-9.73,1981598,0.01,517,4575.7,3828,,,0.0001,0.01283565629273653,470399
3636,-9.67,1986219,0.01,517,4584.88,3836,,,0.0001,0.0036138053983449936,471554
3640,-9.8,1991422,0.01,517,4586.38,3845,,,0.0001,0.014082684181630611,472855
3644,-9.71,1996406,0.01,517,4611.61,3854,,,0.0001,0.008419621735811234,474101
,,2000000,0.01,,,,5161.9,-8.0,0.0001,0.0068537164479494095,474999
