time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/n_updates,train/clip_fraction,train/learning_rate,train/clip_range,train/value_loss,eval/mean_ep_length,eval/mean_reward
116736,4.57,31,57,124.18,3709,0.1958957314491272,-0.0007003390928730369,-0.6979996077716351,0.6416167616844177,0.0052862894,224,0.08544921875,0.00025,0.2,0.3773321323096752,,
118784,4.54,31,58,124.21,3716,0.15087895095348358,-0.001196293713292107,-0.709359135478735,0.6663897037506104,0.003347801,228,0.058349609375,0.00025,0.2,0.3431553654372692,,
120832,4.44,32,59,122.64,3721,0.2182731181383133,-0.0023154024383984506,-0.7396457754075527,0.5498896837234497,0.0027705606,232,0.022216796875,0.00025,0.2,0.4833772871643305,,
122880,4.57,32,60,124.97,3727,0.14245523512363434,-0.003626919526141137,-0.6908666417002678,0.6558232307434082,0.005665016,236,0.0850830078125,0.00025,0.2,0.3584546949714422,,
124928,4.49,33,61,123.88,3733,0.23279982805252075,-0.002293428755365312,-0.6779223307967186,0.590301513671875,0.007616389,240,0.08154296875,0.00025,0.2,0.4993006829172373,,
126976,4.56,33,62,126.1,3738,0.12472705543041229,-0.002061114937532693,-0.6701046600937843,0.7086407542228699,0.0074034166,244,0.0640869140625,0.00025,0.2,0.32152706757187843,,
129024,4.78,34,63,128.96,3744,0.21275286376476288,0.0014455706696026027,-0.6202921867370605,0.6741302013397217,0.008683124,248,0.144287109375,0.00025,0.2,0.40653380937874317,,
131072,4.88,34,64,129.86,3748,0.2253711223602295,-2.5634944904595613e-06,-0.6100746542215347,0.6340025663375854,0.0057857754,252,0.0352783203125,0.00025,0.2,0.43793480657041073,,
133120,4.83,35,65,130.13,3753,0.1616542637348175,-2.7933157980442047e-05,-0.5940709039568901,0.5658354163169861,0.0068419245,256,0.1102294921875,0.00025,0.2,0.38468181900680065,,
135168,4.89,35,66,130.19,3760,0.16550585627555847,0.002007786592002958,-0.6099446676671505,0.600525975227356,0.008364755,260,0.120361328125,0.00025,0.2,0.3912277277559042,,
137216,4.83,36,67,129.8,3765,0.1596783697605133,-0.0012211737339384854,-0.5778795331716537,0.5801538228988647,0.0040786783,264,0.038818359375,0.00025,0.2,0.369731817394495,,
139264,4.87,36,68,130.44,3770,0.2089061141014099,0.009982418356230482,-0.6131702847778797,0.6152908802032471,0.03165385,268,0.2347412109375,0.00025,0.2,0.3853152450174093,,
141312,4.6,37,69,126.25,3775,0.1325080245733261,-0.0015846028691157699,-0.5976474918425083,0.7294720411300659,0.0054354463,272,0.047607421875,0.00025,0.2,0.3295993711799383,,
143360,4.47,37,70,124.34,3779,0.14480173587799072,-0.0032820559572428465,-0.5602342262864113,0.7373311519622803,0.00668377,276,0.100341796875,0.00025,0.2,0.3377693574875593,,
145408,4.43,38,71,123.21,3783,0.1342107504606247,-0.0012785755970980972,-0.601315401494503,0.7499226331710815,0.012881605,280,0.1033935546875,0.00025,0.2,0.332702798768878,,
147456,4.13,38,72,119.81,3787,0.218558207154274,0.0035543079720810056,-0.6033800393342972,0.709896445274353,0.014434939,284,0.1019287109375,0.00025,0.2,0.4304570946842432,,
