rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,time/time_elapsed,rollout/exploration_rate,train/learning_rate,train/loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
-17.87,564062,2616.94,262,1524,2146,0.01,0.0001,0.013241163454949856,138515,,
-17.88,566774,2633.19,262,1528,2157,0.01,0.0001,0.008266041055321693,139193,,
-17.9,569326,2626.39,262,1532,2167,0.01,0.0001,0.00983162596821785,139831,,
-17.84,572250,2650.36,262,1536,2178,0.01,0.0001,0.009379124268889427,140562,,
-17.8,574983,2660.54,262,1540,2188,0.01,0.0001,0.011580074205994606,141245,,
-17.8,577610,2671.55,262,1544,2198,0.01,0.0001,0.017074087634682655,141902,,
-17.81,580173,2676.59,262,1548,2209,0.01,0.0001,0.011272490955889225,142543,,
-17.84,582661,2675.4,262,1552,2218,0.01,0.0001,0.01587003283202648,143165,,
-17.9,585385,2674.57,262,1556,2229,0.01,0.0001,0.005324050784111023,143846,,
-17.87,587943,2678.06,262,1560,2239,0.01,0.0001,0.01460505835711956,144485,,
-17.81,591122,2699.26,262,1564,2251,0.01,0.0001,0.018241077661514282,145280,,
-17.92,593670,2698.11,262,1568,2262,0.01,0.0001,0.019460508599877357,145917,,
-18.05,596123,2676.78,262,1572,2271,0.01,0.0001,0.012220675125718117,146530,,
-18.07,598745,2681.51,262,1576,2281,0.01,0.0001,0.022399263456463814,147186,,
,600000,,,,,0.01,0.0001,0.026410812512040138,147499,2868.4,-18.1
-18.08,601379,2688.23,258,1580,2328,0.01,0.0001,0.014744765125215054,147844,,
-18.04,604299,2705.5,258,1584,2340,0.01,0.0001,0.011628314852714539,148574,,
-17.99,607248,2724.48,258,1588,2351,0.01,0.0001,0.011868440546095371,149311,,
-18.0,610399,2754.75,258,1592,2363,0.01,0.0001,0.009118034504354,150099,,
-18.05,613095,2754.31,258,1596,2374,0.01,0.0001,0.007290785666555166,150773,,
-18.04,616064,2756.95,258,1600,2386,0.01,0.0001,0.0070017375983297825,151515,,
-18.09,618926,2762.56,258,1604,2397,0.01,0.0001,0.008524690754711628,152231,,
-17.96,622120,2786.5,258,1608,2409,0.01,0.0001,0.006769299507141113,153029,,
-17.93,625345,2808.77,258,1612,2422,0.01,0.0001,0.013131304644048214,153836,,
-17.86,628606,2826.49,258,1616,2435,0.01,0.0001,0.020790375769138336,154651,,
-17.71,631796,2844.9,258,1620,2447,0.01,0.0001,0.006463865749537945,155448,,
-17.58,634521,2841.16,258,1624,2457,0.01,0.0001,0.012902181595563889,156130,,
-17.47,637602,2855.77,258,1628,2468,0.01,0.0001,0.018136203289031982,156900,,
