time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,train/clip_fraction,train/explained_variance,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
16609,103.12,1433600,312.48,86,700,0.0,0.23969650268554688,1268.243896484375,2796,-2.3401742737405584e-05,1.2456439435482025e-08,2876.670852661133,0.2,0.00025,0.0,,
16609,103.36,1435648,313.44,86,701,0.0,0.2512539029121399,1531.4979248046875,2800,-1.9472457722713443e-05,-4.307366907596588e-09,2794.753890991211,0.2,0.00025,0.0,,
16610,103.76,1437696,315.04,86,702,0.0,0.23172283172607422,1559.130615234375,2804,-1.9492175965751812e-05,-3.958120942115784e-09,2970.603485107422,0.2,0.00025,0.0,,
16611,103.76,1439744,315.04,86,703,0.0,0.24833530187606812,1903.85498046875,2808,-2.0942370667853538e-05,-2.117303665727377e-08,3276.393829345703,0.2,0.00025,0.0,,
16611,103.44,1441792,313.76,86,704,0.0,0.24074560403823853,1505.5908203125,2812,-1.0076338284648045e-05,5.587935447692871e-09,2697.9183197021484,0.2,0.00025,-1.5599653e-08,,
16612,103.52,1443840,314.08,86,705,0.0,0.22560542821884155,1220.0335693359375,2816,-2.2719988010067027e-05,-2.208980731666088e-08,2717.7273864746094,0.2,0.00025,0.0,,
16612,103.28,1445888,313.12,87,706,0.0,0.25457215309143066,1500.108642578125,2820,-3.8795595628471347e-05,-2.7954229153692722e-08,3176.3522186279297,0.2,0.00025,0.0,,
16613,103.76,1447936,315.04,87,707,0.0,0.24300754070281982,1289.58837890625,2824,-2.57551059803518e-05,8.294591680169106e-09,2904.3519744873047,0.2,0.00025,0.0,,
16614,103.76,1449984,315.04,87,708,0.0,0.22799569368362427,1159.65625,2828,-1.4427638376446339e-05,-1.2514647096395493e-09,2723.3179626464844,0.2,0.00025,0.0,,
16614,103.52,1452032,314.08,87,709,0.0,0.2421918511390686,1591.3482666015625,2832,-1.3711890971990215e-05,-2.066371962428093e-09,2797.084030151367,0.2,0.00025,0.0,,
16615,104.16,1454080,316.64,87,710,0.0,0.25268101692199707,1491.911376953125,2836,-1.2771951674039883e-05,-2.444721758365631e-09,3250.7776489257812,0.2,0.00025,0.0,,
16615,104.24,1456128,316.96,87,711,0.0,0.23048633337020874,1299.6796875,2840,-1.3775822310435615e-05,4.190951585769653e-09,2944.6580963134766,0.2,0.00025,0.0,,
16616,103.76,1458176,315.04,87,712,0.0,0.24852091073989868,1476.888427734375,2844,-1.3218221056376933e-05,-1.9208528101444244e-09,3034.944137573242,0.2,0.00025,0.0,,
16617,104.0,1460224,316.0,87,713,0.0,0.2450580596923828,1699.4569091796875,2848,-2.566895454947371e-05,-1.1874362826347351e-08,3106.757568359375,0.2,0.00025,-8.527422e-09,,
16617,104.4,1462272,317.6,87,714,0.0,0.23441219329833984,1167.783447265625,2852,-2.1661079415480344e-05,-2.1827872842550278e-09,2610.454620361328,0.2,0.00025,0.0,,
16618,103.84,1464320,315.36,88,715,0.0,0.22988981008529663,1474.51220703125,2856,-8.981743889080462e-06,-1.979060471057892e-09,2833.772201538086,0.2,0.00025,0.0,,
16618,104.24,1466368,316.96,88,716,0.0,0.2694091200828552,1651.07177734375,2860,-2.489638063707389e-05,-3.958120942115784e-08,3501.4305725097656,0.2,0.00025,-1.21071935e-08,,
16619,104.4,1468416,317.6,88,717,0.0,0.282043993473053,1685.554443359375,2864,-2.9865042961318977e-05,5.5530108511447906e-08,2800.22998046875,0.2,0.00025,-8.96398e-09,,
16619,103.84,1470464,315.36,88,718,0.0,0.25017547607421875,1440.1837158203125,2868,-2.3976744842002518e-05,-2.1391315385699272e-08,2818.294143676758,0.2,0.00025,0.0,,
16620,102.72,1472512,310.88,88,719,0.0,0.25052279233932495,1495.5987548828125,2872,-1.7741637350354722e-05,3.0850060284137726e-09,2936.4261474609375,0.2,0.00025,0.0,,
16621,102.48,1474560,309.92,88,720,0.0,0.2617679834365845,1507.5179443359375,2876,-1.5632761062533973e-05,2.9103830456733704e-10,2954.2247772216797,0.2,0.00025,0.0,,
16621,102.88,1476608,311.52,88,721,0.0,0.2446926236152649,1445.89404296875,2880,-1.290738100578892e-05,-4.190951585769653e-09,2926.1539764404297,0.2,0.00025,0.0,,
16622,102.88,1478656,311.52,88,722,0.0,0.25346922874450684,1786.069091796875,2884,-1.8581745223400503e-05,-6.9267116487026215e-09,3173.777114868164,0.2,0.00025,0.0,,
16623,102.56,1480704,310.24,89,723,0.0,0.26204824447631836,1375.97265625,2888,-2.299595973909163e-05,-3.637978807091713e-09,2810.0093383789062,0.2,0.00025,0.0,,
16623,102.88,1482752,311.52,89,724,0.0,0.22060751914978027,1219.1185302734375,2892,-2.145294251931773e-05,9.124050848186016e-09,2768.93798828125,0.2,0.00025,0.0,,
16624,103.36,1484800,313.44,89,725,0.0,0.25057363510131836,1404.9658203125,2896,-1.4571920985417819e-05,1.979060471057892e-09,2974.7041778564453,0.2,0.00025,0.0,,
16624,102.96,1486848,311.84,89,726,0.0,0.2761409878730774,1457.952880859375,2900,-2.316063864782336e-05,-1.6705598682165146e-08,3291.0723724365234,0.2,0.00025,-2.727029e-08,,
16625,102.96,1488896,311.84,89,727,0.0,0.2740739583969116,1356.3299560546875,2904,-3.43039772587872e-05,1.5308614820241928e-08,2766.4664764404297,0.2,0.00025,0.0,,
16626,103.28,1490944,313.12,89,728,0.0,0.23912060260772705,1466.5765380859375,2908,-3.383698424386239e-05,-3.346940502524376e-09,2726.339096069336,0.2,0.00025,0.0,,
16626,103.12,1492992,312.48,89,729,0.0,0.2430153489112854,1465.723876953125,2912,-3.1806005949874816e-05,4.336470738053322e-09,3068.8463592529297,0.2,0.00025,-2.0343577e-08,,
16627,103.28,1495040,313.12,89,730,0.0,0.2772805094718933,1262.6575927734375,2916,-3.168986722812406e-05,-8.527422323822975e-09,2752.7909545898438,0.2,0.00025,0.0,,
16628,103.6,1497088,314.4,90,731,0.0,0.2298964262008667,1428.3428955078125,2920,-2.907583927935775e-05,-1.4071702025830746e-08,2739.2127075195312,0.2,0.00025,0.0,,
16990,102.96,1499136,311.84,88,732,0.0,0.234499990940094,1479.0252685546875,2924,-1.9463769319827406e-05,4.656612873077393e-10,2789.896713256836,0.2,0.00025,0.0,,
,,1500000,,,,0.0,0.23301470279693604,1713.271240234375,2928,-1.5494928561565757e-05,-6.373738870024681e-09,3069.886428833008,0.2,0.00025,0.0,304.8,101.2
16993,103.44,1501184,313.76,88,733,,,,,,,,,,,,
16993,104.88,1503232,319.52,88,734,0.0,0.24648946523666382,1488.443359375,2932,-1.5832849953767436e-05,1.4551915228366852e-10,2876.029251098633,0.2,0.00025,0.0,,
16994,104.32,1505280,317.28,88,735,0.0,0.23597830533981323,1641.06396484375,2936,-2.9618928579111525e-05,-2.6193447411060333e-09,3089.435836791992,0.2,0.00025,0.0,,
16995,104.4,1507328,317.6,88,736,0.0,0.23094266653060913,1239.5386962890625,2940,-1.2937232668264187e-05,-6.082700565457344e-09,2541.5304107666016,0.2,0.00025,0.0,,
16995,104.64,1509376,318.56,88,737,0.0,0.2509424090385437,1757.1937255859375,2944,-1.2737641270632594e-05,-6.984919309616089e-09,3260.9282836914062,0.2,0.00025,0.0,,
16996,104.56,1511424,318.24,88,738,0.0,0.2385208010673523,1390.447509765625,2948,-1.997882247906091e-05,1.0099029168486595e-08,2993.5090942382812,0.2,0.00025,-1.4086254e-08,,
16996,103.04,1513472,312.16,89,739,0.0,0.27954673767089844,1570.574462890625,2952,-3.69157330624148e-05,-2.4010660126805305e-08,3151.065231323242,0.2,0.00025,-1.1263182e-08,,
16997,104.08,1515520,316.32,89,740,0.0,0.25936537981033325,1320.9271240234375,2956,-3.532912649006903e-05,1.752050593495369e-08,2622.522232055664,0.2,0.00025,-7.188646e-09,,
16998,103.36,1517568,313.44,89,741,0.0,0.2423461675643921,1363.1024169921875,2960,-2.1172470155761403e-05,-1.335865817964077e-08,2734.8609466552734,0.2,0.00025,0.0,,
16998,103.28,1519616,313.12,89,742,0.0,0.2379305362701416,1692.163330078125,2964,-1.6888889717847633e-05,-5.238689482212067e-10,3211.0694732666016,0.2,0.00025,0.0,,
16999,102.96,1521664,311.84,89,743,0.0,0.2750365734100342,1506.138671875,2968,-4.1713980976965104e-05,-9.604264050722122e-09,3067.2308349609375,0.2,0.00025,-1.46683306e-08,,
17000,103.76,1523712,315.04,89,744,0.0,0.24178767204284668,1403.291015625,2972,-3.1561660421175475e-05,-2.676097210496664e-08,2547.4744567871094,0.2,0.00025,0.0,,
17000,102.8,1525760,311.2,89,745,0.0,0.2290671467781067,1402.0916748046875,2976,-2.0276423924769915e-05,1.2514647096395493e-09,2887.5335388183594,0.2,0.00025,0.0,,
17001,102.96,1527808,311.84,89,746,0.0,0.2360820770263672,1661.394775390625,2980,-1.4230266799586389e-05,0.0,3096.23974609375,0.2,0.00025,0.0,,
17001,103.04,1529856,312.16,89,747,0.0,0.2536805272102356,1515.485595703125,2984,-2.6497509793443896e-05,-4.045432433485985e-08,3218.3795318603516,0.2,0.00025,-1.8568244e-08,,
17002,102.4,1531904,309.6,90,748,0.0,0.2711758613586426,1142.0367431640625,2988,-3.96263080801873e-05,1.1408701539039612e-08,2841.7457122802734,0.2,0.00025,-2.2089807e-08,,
17003,102.32,1533952,309.28,90,749,0.0,0.25813543796539307,1297.111083984375,2992,-3.604671019274974e-05,-6.984919309616089e-10,2818.946823120117,0.2,0.00025,0.0,,
17003,102.56,1536000,310.24,90,750,0.0,0.2591899037361145,1466.322509765625,2996,-2.8864137448181282e-05,6.402842700481415e-10,2931.683609008789,0.2,0.00025,0.0,,
17004,102.88,1538048,311.52,90,751,0.0,0.2504255771636963,1230.382568359375,3000,-2.780740385333047e-05,3.521563485264778e-09,2704.4596405029297,0.2,0.00025,0.0,,
17004,103.12,1540096,312.48,90,752,0.0,0.24443984031677246,1583.260498046875,3004,-3.270162687840639e-05,-8.731149137020111e-09,3052.0719604492188,0.2,0.00025,0.0,,
17005,104.0,1542144,316.0,90,753,0.0,0.27074116468429565,1368.58935546875,3008,-4.4757804744222085e-05,-2.473825588822365e-09,2931.1946868896484,0.2,0.00025,-1.5133992e-08,,
17005,103.76,1544192,315.04,90,754,0.0,0.25617724657058716,1288.2359619140625,3012,-3.5712074009097705e-05,-2.561137080192566e-09,2607.9270629882812,0.2,0.00025,-9.138603e-09,,
17006,103.2,1546240,312.8,90,755,0.0,0.2426614761352539,1507.892822265625,3016,-2.1567708813563513e-05,-3.754394128918648e-09,2852.263931274414,0.2,0.00025,0.0,,
17007,103.6,1548288,314.4,91,756,0.0,0.2917911410331726,1439.400146484375,3020,-5.987769100102014e-05,-4.5140041038393974e-08,3164.3595428466797,0.2,0.00025,-6.315531e-09,,
17007,103.28,1550336,313.12,91,757,0.0,0.2522743344306946,1500.4720458984375,3024,-3.618911341618514e-05,-2.852175384759903e-08,2657.1088104248047,0.2,0.00025,0.0,,
17008,103.2,1552384,312.8,91,758,0.0,0.21660959720611572,1264.917724609375,3028,-1.7386683708764394e-05,5.384208634495735e-09,2759.1384887695312,0.2,0.00025,0.0,,
17008,103.92,1554432,315.68,91,759,0.0,0.23984438180923462,1973.2774658203125,3032,-1.1582283775624092e-05,-2.648448571562767e-09,3130.537887573242,0.2,0.00025,0.0,,
17009,103.84,1556480,315.36,91,760,0.0,0.2554265260696411,1603.4239501953125,3036,-1.1177268277151597e-05,-2.1100277081131935e-09,3012.458938598633,0.2,0.00025,0.0,,
17010,104.32,1558528,317.28,91,761,0.0,0.2530447244644165,1270.4091796875,3040,-1.9082313485796476e-05,6.257323548197746e-09,2877.9515686035156,0.2,0.00025,0.0,,
17010,104.24,1560576,316.96,91,762,0.0,0.21869266033172607,1500.116943359375,3044,-3.193717668636964e-05,9.19681042432785e-09,3004.1420135498047,0.2,0.00025,-2.1012966e-08,,
17011,104.24,1562624,316.96,91,763,0.0003662109375,0.2492462396621704,1415.11865234375,3048,-4.7970051809897996e-05,-5.254789721220732e-05,2764.5804595947266,0.2,0.00025,0.000508524,,
17011,104.24,1564672,316.96,91,764,0.0,0.22046470642089844,1573.382080078125,3052,-5.8929614965563815e-05,-9.610084816813469e-08,2589.3784790039062,0.2,0.00025,0.0,,
17012,104.08,1566720,316.32,92,765,0.0,0.24526649713516235,1752.0628662109375,3056,-4.6542436166419066e-05,-8.294591680169106e-10,3072.0682525634766,0.2,0.00025,-2.1245796e-09,,
17012,103.52,1568768,314.08,92,766,0.0,0.23758667707443237,1525.798583984375,3060,-6.234734223653504e-05,-1.1059455573558807e-09,2819.3983612060547,0.2,0.00025,-2.948218e-08,,
17013,104.48,1570816,317.92,92,767,0.0,0.2256714105606079,1346.5013427734375,3064,-5.8712823602036224e-05,-1.8888385966420174e-08,2935.9099731445312,0.2,0.00025,0.0,,
17014,103.76,1572864,315.04,92,768,0.0,0.264096200466156,1615.87890625,3068,-0.00012964167399331927,-1.0412622941657901e-07,3278.174087524414,0.2,0.00025,0.0,,
17014,103.2,1574912,312.8,92,769,0.0,0.2719048261642456,1398.875732421875,3072,-8.943371358327568e-05,5.122274160385132e-09,2595.1663665771484,0.2,0.00025,1.7986167e-08,,
17015,104.0,1576960,316.0,92,770,0.0,0.23233556747436523,1347.155517578125,3076,-6.236960643946077e-05,-2.1653249859809875e-08,2587.365966796875,0.2,0.00025,0.0,,
17015,103.52,1579008,314.08,92,771,0.0,0.24209558963775635,1603.0208740234375,3080,-6.346938425849658e-05,1.1641532182693481e-09,3119.906494140625,0.2,0.00025,0.0,,
17016,103.76,1581056,315.04,92,772,0.0,0.22381621599197388,1717.615234375,3084,-5.6476565077900887e-05,1.5628756955266e-08,3057.0574798583984,0.2,0.00025,-9.720679e-09,,
17017,103.92,1583104,315.68,93,773,0.0,0.25219470262527466,1688.954345703125,3088,-6.137112200121919e-05,-8.17817635834217e-09,2993.5174865722656,0.2,0.00025,-2.590241e-09,,
17017,104.16,1585152,316.64,93,774,0.0,0.2326446771621704,1406.078369140625,3092,-7.299146864170325e-05,-1.853914000093937e-08,2642.9891815185547,0.2,0.00025,0.0,,
17018,103.76,1587200,315.04,93,775,0.0,0.24947869777679443,1548.33642578125,3096,-0.00011372889912308892,-9.141513146460056e-08,3230.807357788086,0.2,0.00025,-1.3707904e-08,,
17018,103.92,1589248,315.68,93,776,0.0,0.26865267753601074,1379.638671875,3100,-0.00011425192769820569,2.0081643015146255e-09,2790.927993774414,0.2,0.00025,2.4447218e-09,,
17019,103.52,1591296,314.08,93,777,0.0,0.2668393850326538,1390.239013671875,3104,-0.00011204015572729986,-7.404014468193054e-08,2692.384132385254,0.2,0.00025,0.0,,
17020,102.56,1593344,310.24,93,778,0.0,0.21943873167037964,1179.921875,3108,-6.767514628336357e-05,-3.859167918562889e-08,2741.665298461914,0.2,0.00025,0.0,,
17020,103.44,1595392,313.76,93,779,0.0,0.27420371770858765,1558.167724609375,3112,-0.00010815164296218427,-9.778887033462524e-08,3160.427764892578,0.2,0.00025,-1.344597e-08,,
17021,103.84,1597440,315.36,93,780,0.0,0.2366408109664917,1180.1534423828125,3116,-6.513105699923472e-05,-7.648486644029617e-08,2587.3540649414062,0.2,0.00025,0.0,,
17021,104.24,1599488,316.96,93,781,0.0,0.24899005889892578,1647.2584228515625,3120,-7.957026286931068e-05,-1.1816155165433884e-08,3080.440185546875,0.2,0.00025,0.0,,
17022,104.16,1601536,316.64,94,782,0.0,0.20300543308258057,1546.397216796875,3124,-3.5385548926569754e-05,-9.41217876970768e-08,2614.3653869628906,0.2,0.00025,0.0,,
17022,104.4,1603584,317.6,94,783,0.0,0.23911887407302856,1537.774658203125,3128,-5.9695936215575784e-05,-5.961919669061899e-08,3170.321502685547,0.2,0.00025,0.0,,
17023,104.16,1605632,316.64,94,784,0.0,0.23478609323501587,1413.37890625,3132,-5.985818643239327e-05,-1.7578713595867157e-08,2933.0088500976562,0.2,0.00025,-1.7200364e-08,,
17024,104.08,1607680,316.32,94,785,0.0,0.26586729288101196,1423.200439453125,3136,-3.110777595338732e-05,-6.752088665962219e-09,2812.4564819335938,0.2,0.00025,0.0,,
17024,103.92,1609728,315.68,94,786,0.0,0.2127676010131836,1492.10400390625,3140,-2.125033361721762e-05,-2.991873770952225e-08,2747.0709381103516,0.2,0.00025,0.0,,
17025,103.12,1611776,312.48,94,787,0.0,0.24995142221450806,1813.007568359375,3144,-3.357982291163353e-05,-1.4115357771515846e-08,3174.723129272461,0.2,0.00025,0.0,,
17025,102.96,1613824,311.84,94,788,0.0,0.25701904296875,1490.122314453125,3148,-4.8414110779049224e-05,-1.635635271668434e-08,3015.5553131103516,0.2,0.00025,2.0372681e-08,,
17026,102.72,1615872,310.88,94,789,0.0,0.27197110652923584,1311.2578125,3152,-5.642635255753703e-05,-4.94765117764473e-10,2660.7791137695312,0.2,0.00025,-4.627509e-09,,
17026,103.68,1617920,314.72,95,790,0.0,0.251420259475708,1157.281982421875,3156,-4.918901709061174e-05,5.1513779908418655e-09,2904.5127716064453,0.2,0.00025,-6.722985e-09,,
17027,102.96,1619968,311.84,95,791,0.0,0.23104923963546753,1326.4976806640625,3160,-6.727432764819241e-05,-2.9976945370435715e-09,2837.434112548828,0.2,0.00025,-2.1536835e-09,,
17028,102.56,1622016,310.24,95,792,0.0,0.2642359733581543,1577.28271484375,3164,-5.3332688366936054e-05,1.57160684466362e-09,2954.116455078125,0.2,0.00025,-1.1437805e-08,,
17028,103.2,1624064,312.8,95,793,0.0,0.2520996928215027,1478.05810546875,3168,-4.168090026723803e-05,7.8580342233181e-09,3080.392547607422,0.2,0.00025,0.0,,
17029,103.84,1626112,315.36,95,794,0.0,0.25429636240005493,1381.0821533203125,3172,-3.554410704964539e-05,-8.469214662909508e-09,2794.6595611572266,0.2,0.00025,0.0,,
17029,103.2,1628160,312.8,95,795,0.0,0.23036611080169678,1692.625244140625,3176,-4.0812754946273344e-05,2.153683453798294e-09,3171.2779998779297,0.2,0.00025,0.0,,
17030,104.0,1630208,316.0,95,796,0.0,0.23952257633209229,1594.1611328125,3180,-6.48307843675866e-05,-3.841705620288849e-09,2992.2054290771484,0.2,0.00025,-2.363231e-08,,
17030,104.16,1632256,316.64,95,797,0.0,0.22047322988510132,1401.5859375,3184,-5.111102950650093e-05,-1.8044374883174896e-08,2745.324249267578,0.2,0.00025,0.0,,
19185,104.4,1634304,317.6,85,798,0.0,0.2154361605644226,1277.385986328125,3188,-3.8343602568602364e-05,1.5599653124809265e-08,2891.6521759033203,0.2,0.00025,0.0,,
19185,103.28,1636352,313.12,85,799,0.0,0.24339628219604492,1836.7119140625,3192,-3.9569201135236653e-05,-4.1676685214042664e-08,3258.6788940429688,0.2,0.00025,0.0,,
19186,102.8,1638400,311.2,85,800,0.0,0.2735077142715454,1623.98046875,3196,-8.67806725182163e-05,-3.0599767342209816e-07,3350.564224243164,0.2,0.00025,4.656613e-09,,
19187,101.68,1640448,306.72,85,801,0.0,0.2565159797668457,1205.734130859375,3200,-0.00020960316578566562,3.028253559023142e-07,2515.21630859375,0.2,0.00025,2.1769665e-08,,
19187,101.36,1642496,305.44,85,802,0.0,0.22811144590377808,1046.0789794921875,3204,-0.00013406550397121464,-4.519824869930744e-08,2676.8162384033203,0.2,0.00025,0.0,,
19188,101.6,1644544,306.4,85,803,0.0,0.24975711107254028,1529.836181640625,3208,-0.00010118886075360933,-2.8667272999882698e-08,3209.010986328125,0.2,0.00025,-9.167707e-09,,
19188,102.56,1646592,310.24,85,804,0.0,0.2708258032798767,1327.889892578125,3212,-0.00011486317271192092,-1.4493707567453384e-08,2883.268585205078,0.2,0.00025,-4.7148205e-09,,
19189,102.56,1648640,310.24,85,805,0.0,0.25846290588378906,1283.913330078125,3216,-6.700331846332119e-05,-5.7159923017024994e-08,2576.9685974121094,0.2,0.00025,0.0,,
,,1650000,,,,0.0,0.25139838457107544,1393.62255859375,3220,-7.493749171771924e-05,-2.939486876130104e-09,3100.8245697021484,0.2,0.00025,-8.760253e-09,311.2,102.8
19192,102.72,1650688,310.88,86,806,,,,,,,,,,,,
19192,103.2,1652736,312.8,86,807,0.0,0.2610695958137512,1292.099853515625,3224,-0.00010866953334698337,3.1956005841493607e-08,2793.925811767578,0.2,0.00025,1.3591489e-08,,
19193,103.12,1654784,312.48,86,808,0.0,0.24082934856414795,1471.0716552734375,3228,-9.87200783129083e-05,-1.25030055642128e-07,2738.986129760742,0.2,0.00025,0.0,,
19193,102.16,1656832,308.64,86,809,0.0,0.24248802661895752,1255.994873046875,3232,-9.325944847660139e-05,-6.577465683221817e-09,3031.152374267578,0.2,0.00025,-1.1175871e-08,,
19194,102.24,1658880,308.96,86,810,0.0,0.25498318672180176,1418.954833984375,3236,-8.634914047433995e-05,-2.3079337552189827e-08,3051.0386810302734,0.2,0.00025,-2.0925654e-08,,
19194,103.12,1660928,312.48,86,811,0.0,0.24422812461853027,1179.78369140625,3240,-6.897604248479183e-05,-1.9019353203475475e-08,2727.400924682617,0.2,0.00025,0.0,,
19195,102.4,1662976,309.6,86,812,0.0,0.23820090293884277,1855.8446044921875,3244,-7.927675301289128e-05,-7.712515071034431e-09,3081.903076171875,0.2,0.00025,0.0,,
19195,102.08,1665024,308.32,86,813,0.0,0.24995875358581543,1456.460693359375,3248,-6.946374446670234e-05,-1.7462298274040222e-10,2850.394256591797,0.2,0.00025,0.0,,
19196,102.64,1667072,310.56,86,814,0.0,0.25211936235427856,1436.178955078125,3252,-6.591255805687979e-05,-1.3300450518727303e-08,2985.673782348633,0.2,0.00025,0.0,,
19197,102.96,1669120,311.84,86,815,0.0,0.24300581216812134,1618.661865234375,3256,-8.214182662413805e-05,-1.8451828509569168e-08,3027.600555419922,0.2,0.00025,-9.6915755e-09,,
19197,103.04,1671168,312.16,87,816,0.0,0.2772539258003235,1346.70849609375,3260,-0.00012134572261857102,-2.648448571562767e-08,2921.816680908203,0.2,0.00025,0.0,,
19198,103.28,1673216,313.12,87,817,0.0,0.2182568907737732,1373.654052734375,3264,-6.941533297322167e-05,-1.6239937394857407e-08,2705.125503540039,0.2,0.00025,0.0,,
19198,103.04,1675264,312.16,87,818,0.0,0.24329030513763428,1631.27587890625,3268,-9.40799152431282e-05,-3.236345946788788e-08,3028.0557556152344,0.2,0.00025,1.7753337e-09,,
19199,102.96,1677312,311.84,87,819,0.0,0.2690383195877075,1337.293701171875,3272,-0.00010579512445474393,4.659523256123066e-08,2793.2508850097656,0.2,0.00025,1.1001248e-08,,
19199,102.64,1679360,310.56,87,820,0.0,0.2554706931114197,1317.56103515625,3276,-0.0001692112900855136,-1.5425030142068863e-08,3155.9678497314453,0.2,0.00025,0.0,,
19200,101.36,1681408,305.44,87,821,0.0,0.26469093561172485,1477.4951171875,3280,-0.00010424871925351908,2.7939677238464355e-09,2835.1827850341797,0.2,0.00025,0.0,,
19201,101.36,1683456,305.44,87,822,0.0,0.26438355445861816,1530.2742919921875,3284,-0.0001097547760764428,-4.7322828322649e-08,3007.8641815185547,0.2,0.00025,1.0972144e-08,,
19201,101.28,1685504,305.12,87,823,0.0,0.2446892261505127,1218.376220703125,3288,-0.0001132985157710209,-1.2676173355430365e-07,2439.1122131347656,0.2,0.00025,-1.4144462e-08,,
19202,100.96,1687552,303.84,87,824,0.0,0.2673954963684082,1653.6865234375,3292,-0.00017245599747184315,-1.9063008949160576e-07,3328.6888427734375,0.2,0.00025,0.0,,
19202,101.12,1689600,304.48,87,825,0.0,0.2937999367713928,1441.87353515625,3296,-7.62611116442713e-05,7.8580342233181e-10,2738.948471069336,0.2,0.00025,-2.2060703e-08,,
19203,102.08,1691648,308.32,88,826,0.0,0.22273308038711548,1342.308837890625,3300,-7.112676212273072e-05,-8.492497727274895e-08,2596.201461791992,0.2,0.00025,0.0,,
19204,101.84,1693696,307.36,88,827,0.0,0.22991180419921875,1544.6517333984375,3304,-0.00013811510643790825,-8.181086741387844e-08,3340.2620239257812,0.2,0.00025,8.789357e-09,,
19204,102.56,1695744,310.24,88,828,0.0,0.2786949872970581,1248.353515625,3308,-0.00015394756246678298,6.231130100786686e-08,2675.5690002441406,0.2,0.00025,1.6123522e-08,,
19205,103.04,1697792,312.16,88,829,0.0,0.22946476936340332,1360.0908203125,3312,-0.00011577704162846203,-1.212465576827526e-07,2736.181915283203,0.2,0.00025,0.0,,
19206,104.16,1699840,316.64,88,830,0.0,0.23049235343933105,1456.1116943359375,3316,-8.647880395074026e-05,-5.203764885663986e-08,2807.343521118164,0.2,0.00025,0.0,,
21154,104.4,1701888,317.6,80,831,0.0,0.2634667158126831,1291.800537109375,3320,-0.00010684153767215321,-1.6763806343078613e-08,3018.6039276123047,0.2,0.00025,-2.5029294e-09,,
21155,104.8,1703936,319.2,80,832,0.0,0.23740476369857788,1467.8756103515625,3324,-9.12828768377949e-05,3.245077095925808e-09,2953.2303771972656,0.2,0.00025,0.0,,
21156,104.4,1705984,317.6,80,833,0.0,0.2561838626861572,1576.722900390625,3328,-0.00010273600400978466,-2.3399479687213898e-08,2930.0479125976562,0.2,0.00025,8.731149e-11,,
21156,103.68,1708032,314.72,80,834,0.0,0.24996066093444824,1556.617431640625,3332,-0.00013450984170049196,9.313225746154785e-10,2887.6031188964844,0.2,0.00025,2.1827873e-09,,
21157,103.28,1710080,313.12,80,835,0.0,0.2521439790725708,1591.43896484375,3336,-0.0001764147473295452,2.1042069420218468e-08,2785.2085723876953,0.2,0.00025,-1.1903467e-08,,
21158,103.44,1712128,313.76,80,836,0.0,0.25409990549087524,1356.6754150390625,3340,-0.00020890607538603945,8.87666828930378e-09,2932.9256591796875,0.2,0.00025,0.0,,
21158,103.44,1714176,313.76,81,837,0.0,0.24853920936584473,1341.69287109375,3344,-0.000162195268785581,-7.0140231400728226e-09,2760.1459197998047,0.2,0.00025,0.0,,
21159,104.0,1716224,316.0,81,838,0.0,0.23632484674453735,1280.739990234375,3348,-0.00012534764300653478,-2.61643435806036e-08,2833.663299560547,0.2,0.00025,0.0,,
21159,104.24,1718272,316.96,81,839,0.0,0.23765188455581665,1336.7725830078125,3352,-0.00013150182303434121,2.2759195417165756e-08,2846.8741302490234,0.2,0.00025,0.0,,
21160,103.6,1720320,314.4,81,840,0.0,0.23378008604049683,1229.682861328125,3356,-0.00015174230975389946,-1.7549609765410423e-08,2915.2578735351562,0.2,0.00025,-2.5320332e-09,,
21161,103.68,1722368,314.72,81,841,0.0,0.26941823959350586,1251.5325927734375,3360,-0.00018510839709051652,-3.9726728573441505e-08,3024.946823120117,0.2,0.00025,-9.109499e-09,,
21161,103.36,1724416,313.44,81,842,0.0,0.2329784631729126,1308.94091796875,3364,-0.00018802321301336633,-1.0128132998943329e-08,2828.827651977539,0.2,0.00025,0.0,,
21162,103.2,1726464,312.8,81,843,0.0,0.24038267135620117,1653.0908203125,3368,-0.0001355389417767583,1.2194504961371422e-08,2837.009521484375,0.2,0.00025,0.0,,
21163,103.36,1728512,313.44,81,844,0.0,0.23716801404953003,1426.5360107421875,3372,-0.00016950193958109594,-3.553577698767185e-08,3041.6856384277344,0.2,0.00025,0.0,,
21163,103.76,1730560,315.04,81,845,0.0,0.23547017574310303,1626.616455078125,3376,-0.00014449790614889935,4.307366907596588e-09,2895.2456970214844,0.2,0.00025,-2.2962922e-08,,
21164,103.52,1732608,314.08,81,846,0.0,0.2198336124420166,1415.80712890625,3380,-9.835274158831453e-05,-1.5425030142068863e-08,2791.6051483154297,0.2,0.00025,0.0,,
21165,104.24,1734656,316.96,81,847,0.0,0.24237889051437378,1598.7081298828125,3384,-9.900349323288538e-05,-8.731149137020111e-09,3124.5623931884766,0.2,0.00025,0.0,,
