time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/exploration_rate,eval/mean_ep_length,eval/mean_reward,train/learning_rate,train/loss,train/n_updates
,,,,1400000,,0.01,2748.8,-16.25,0.0001,0.012726970948278904,324999
4856,-16.93,2468.01,17350,1400864,80,0.01,,,0.0001,0.010566785000264645,325215
4860,-16.88,2484.55,17356,1403398,80,0.01,,,0.0001,0.009238139726221561,325849
4864,-16.83,2495.37,17362,1405839,80,0.01,,,0.0001,0.016024155542254448,326459
4868,-17.0,2487.34,17368,1408285,81,0.01,,,0.0001,0.00653710775077343,327071
4872,-16.99,2485.12,17373,1410558,81,0.01,,,0.0001,0.012234730646014214,327639
4876,-16.97,2471.24,17378,1412753,81,0.01,,,0.0001,0.024090224876999855,328188
4880,-17.06,2460.1,17384,1415217,81,0.01,,,0.0001,0.005647806916385889,328804
4884,-16.99,2470.45,17391,1417839,81,0.01,,,0.0001,0.0074499137699604034,329459
4888,-16.97,2467.29,17397,1420392,81,0.01,,,0.0001,0.011193536221981049,330097
4892,-17.0,2478.15,17403,1423039,81,0.01,,,0.0001,0.02023923397064209,330759
4896,-16.96,2490.65,17409,1425602,81,0.01,,,0.0001,0.013240574859082699,331400
4900,-16.84,2500.71,17415,1428215,82,0.01,,,0.0001,0.005790673196315765,332053
4904,-16.88,2519.34,17421,1430651,82,0.01,,,0.0001,0.009540325030684471,332662
4908,-16.79,2527.66,17427,1433272,82,0.01,,,0.0001,0.005306147038936615,333317
4912,-16.77,2552.96,17435,1436382,82,0.01,,,0.0001,0.014917891472578049,334095
4916,-16.76,2560.33,17442,1439193,82,0.01,,,0.0001,0.02433176152408123,334798
4920,-16.78,2571.8,17448,1441863,82,0.01,,,0.0001,0.011945115402340889,335465
4924,-16.78,2569.29,17454,1444397,82,0.01,,,0.0001,0.020661575719714165,336099
4928,-16.79,2561.99,17460,1446636,82,0.01,,,0.0001,0.016512643545866013,336658
4932,-16.83,2549.91,17465,1448679,82,0.01,,,0.0001,0.004897356498986483,337169
4936,-16.87,2555.02,17471,1451431,83,0.01,,,0.0001,0.021385710686445236,337857
4940,-16.75,2561.29,17478,1453952,83,0.01,,,0.0001,0.006636953912675381,338487
4944,-16.77,2553.73,17483,1456409,83,0.01,,,0.0001,0.021472394466400146,339102
4948,-16.78,2547.55,17489,1458910,83,0.01,,,0.0001,0.006716734729707241,339727
4952,-16.76,2558.49,17496,1461680,83,0.01,,,0.0001,0.006483797449618578,340419
4956,-16.77,2550.51,17501,1464055,83,0.01,,,0.0001,0.016206571832299232,341013
4960,-16.66,2563.4,17508,1466911,83,0.01,,,0.0001,0.009580336511135101,341727
4964,-16.61,2571.17,17515,1469556,83,0.01,,,0.0001,0.02220473624765873,342388
4968,-16.61,2566.89,17520,1471890,84,0.01,,,0.0001,0.006902778055518866,342972
4972,-16.58,2580.83,17526,1474520,84,0.01,,,0.0001,0.008215139620006084,343629
4976,-16.56,2589.59,17532,1476941,84,0.01,,,0.0001,0.010573498904705048,344235
4980,-16.49,2589.98,17538,1479411,84,0.01,,,0.0001,0.012054579332470894,344852
4984,-16.57,2598.6,17545,1482241,84,0.01,,,0.0001,0.01984410732984543,345560
4988,-16.62,2600.9,17551,1484858,84,0.01,,,0.0001,0.020059414207935333,346214
4992,-16.53,2598.55,17558,1487450,84,0.01,,,0.0001,0.009110229089856148,346862
4996,-16.45,2601.93,17564,1490098,84,0.01,,,0.0001,0.03038148768246174,347524
5000,-16.48,2599.74,17571,1492658,84,0.01,,,0.0001,0.019430972635746002,348164
5004,-16.41,2599.74,17577,1495094,85,0.01,,,0.0001,0.00969709549099207,348773
5008,-16.47,2592.69,17583,1497535,85,0.01,,,0.0001,0.004321401938796043,349383
,,,,1500000,,0.01,2838.5,-15.85,0.0001,0.008351821452379227,349999
5012,-16.48,2580.51,17610,1500351,85,0.01,,,0.0001,0.004609594587236643,350087
5016,-16.47,2570.74,17616,1502916,85,0.01,,,0.0001,0.008483555167913437,350728
5020,-16.51,2566.54,17622,1505477,85,0.01,,,0.0001,0.016126858070492744,351369
5024,-16.57,2552.01,17628,1507645,85,0.01,,,0.0001,0.004817386157810688,351911
5028,-16.56,2555.3,17634,1509966,85,0.01,,,0.0001,0.02581952139735222,352491
5032,-16.44,2572.13,17639,1512436,85,0.01,,,0.0001,0.010864164680242538,353108
5036,-16.5,2558.76,17645,1514868,85,0.01,,,0.0001,0.005549196153879166,353716
5040,-16.55,2553.96,17651,1517271,85,0.01,,,0.0001,0.0102259311825037,354317
5044,-16.5,2564.27,17658,1519988,86,0.01,,,0.0001,0.016472432762384415,354996
5048,-16.48,2572.61,17665,1522702,86,0.01,,,0.0001,0.009000100195407867,355675
5052,-16.5,2561.96,17671,1525217,86,0.01,,,0.0001,0.00602997001260519,356304
5056,-16.46,2571.4,17677,1527828,86,0.01,,,0.0001,0.012604240328073502,356956
5060,-16.54,2545.03,17683,1530022,86,0.01,,,0.0001,0.00844824779778719,357505
5064,-16.59,2541.54,17689,1532582,86,0.01,,,0.0001,0.0069721769541502,358145
5068,-16.48,2551.91,17695,1535176,86,0.01,,,0.0001,0.005320071708410978,358793
5072,-16.55,2545.64,17701,1537642,86,0.01,,,0.0001,0.003802129765972495,359410
5076,-16.54,2553.3,17708,1540247,86,0.01,,,0.0001,0.013730090111494064,360061
5080,-16.56,2558.74,17714,1542858,87,0.01,,,0.0001,0.01786830462515354,360714
5084,-16.55,2543.14,17721,1545296,87,0.01,,,0.0001,0.011989576742053032,361323
5088,-16.48,2548.84,17727,1548051,87,0.01,,,0.0001,0.029734905809164047,362012
5092,-16.57,2544.04,17733,1550519,87,0.01,,,0.0001,0.02898583374917507,362629
5096,-16.58,2549.83,17740,1553315,87,0.01,,,0.0001,0.006410488858819008,363328
5100,-16.59,2554.28,17746,1555979,87,0.01,,,0.0001,0.012455206364393234,363994
5104,-16.61,2563.22,17752,1558634,87,0.01,,,0.0001,0.017775166779756546,364658
5108,-16.57,2569.02,17758,1561223,87,0.01,,,0.0001,0.014066430740058422,365305
5112,-16.56,2567.0,17765,1563983,88,0.01,,,0.0001,0.007889881730079651,365995
5116,-16.58,2562.48,17771,1566435,88,0.01,,,0.0001,0.017627142369747162,366608
5120,-16.54,2562.41,17777,1568999,88,0.01,,,0.0001,0.01195276528596878,367249
5124,-16.51,2588.93,17784,1571833,88,0.01,,,0.0001,0.011695027351379395,367958
5128,-16.47,2603.49,17791,1574511,88,0.01,,,0.0001,0.013180844485759735,368627
5132,-16.42,2614.89,17798,1577256,88,0.01,,,0.0001,0.003890320658683777,369313
5136,-16.41,2621.07,17804,1579829,88,0.01,,,0.0001,0.006954179611057043,369957
5140,-16.34,2633.86,17811,1582556,88,0.01,,,0.0001,0.004622087813913822,370638
5144,-16.38,2632.35,17817,1585231,88,0.01,,,0.0001,0.01779760606586933,371307
5148,-16.42,2622.44,17824,1587704,89,0.01,,,0.0001,0.031645260751247406,371925
5152,-16.47,2619.96,17829,1590156,89,0.01,,,0.0001,0.009670448489487171,372538
5156,-16.53,2611.08,17835,1592550,89,0.01,,,0.0001,0.011099191382527351,373137
5160,-16.54,2623.36,17841,1595052,89,0.01,,,0.0001,0.008197377435863018,373762
5164,-16.47,2630.71,17848,1597796,89,0.01,,,0.0001,0.014146520756185055,374448
,,,,1600000,,0.01,2435.25,-17.75,0.0001,0.009620361030101776,374999
5168,-16.58,2622.02,17870,1600170,89,0.01,,,0.0001,0.010040415450930595,375042
5172,-16.48,2631.72,17877,1602871,89,0.01,,,0.0001,0.010541170835494995,375717
5176,-16.44,2635.37,17883,1605563,89,0.01,,,0.0001,0.010311827063560486,376390
5180,-16.42,2647.74,17891,1608479,89,0.01,,,0.0001,0.006901767570525408,377119
5184,-16.43,2653.62,17897,1611065,90,0.01,,,0.0001,0.020832370966672897,377766
5188,-16.44,2657.37,17904,1613905,90,0.01,,,0.0001,0.004827483557164669,378476
5192,-16.36,2662.29,17910,1616497,90,0.01,,,0.0001,0.010428406298160553,379124
5196,-16.37,2657.03,17917,1619150,90,0.01,,,0.0001,0.009095730260014534,379787
5200,-16.37,2663.57,17924,1621995,90,0.01,,,0.0001,0.0061030881479382515,380498
5204,-16.33,2664.01,17931,1624666,90,0.01,,,0.0001,0.005749057978391647,381166
5208,-16.3,2666.62,17937,1627309,90,0.01,,,0.0001,0.00565333990380168,381827
5212,-16.37,2657.38,17943,1629841,90,0.01,,,0.0001,0.0061930157244205475,382460
5216,-16.43,2663.5,17950,1632448,90,0.01,,,0.0001,0.008371701464056969,383111
5220,-16.42,2663.71,17956,1635014,91,0.01,,,0.0001,0.013192280195653439,383753
5224,-16.36,2659.24,17963,1637730,91,0.01,,,0.0001,0.009706899523735046,384432
5228,-16.24,2665.17,17969,1640556,91,0.01,,,0.0001,0.010778794065117836,385138
5232,-16.23,2660.33,17975,1643187,91,0.01,,,0.0001,0.009416473098099232,385796
5236,-16.15,2673.3,17982,1646090,91,0.01,,,0.0001,0.009935431182384491,386522
5240,-16.23,2667.5,17988,1648667,91,0.01,,,0.0001,0.010478575713932514,387166
5244,-16.28,2667.15,17994,1651329,91,0.01,,,0.0001,0.02409995160996914,387832
5248,-16.17,2707.01,18002,1654800,91,0.01,,,0.0001,0.02345578745007515,388699
5252,-16.07,2723.21,18009,1657653,92,0.01,,,0.0001,0.01135112252086401,389413
5256,-15.86,2763.8,18017,1661065,92,0.01,,,0.0001,0.024718375876545906,390266
5260,-15.75,2790.27,18025,1664232,92,0.01,,,0.0001,0.016811398789286613,391057
5264,-15.89,2776.15,18031,1666624,92,0.01,,,0.0001,0.006825141608715057,391655
5268,-15.89,2776.16,18037,1669005,92,0.01,,,0.0001,0.006225884426385164,392251
5272,-15.84,2794.84,18044,1672190,92,0.01,,,0.0001,0.03339540585875511,393047
5276,-15.87,2806.33,18052,1675171,92,0.01,,,0.0001,0.014012051746249199,393792
5280,-15.88,2803.72,18059,1678026,92,0.01,,,0.0001,0.011684168130159378,394506
5284,-15.77,2822.13,18067,1681075,93,0.01,,,0.0001,0.02425190433859825,395268
5288,-15.75,2834.74,18074,1684237,93,0.01,,,0.0001,0.013848023489117622,396059
5292,-15.75,2842.86,18081,1687030,93,0.01,,,0.0001,0.012519529089331627,396757
5296,-15.73,2850.44,18088,1689883,93,0.01,,,0.0001,0.005290210247039795,397470
5300,-15.7,2858.31,18095,1692922,93,0.01,,,0.0001,0.006558232940733433,398230
5304,-15.71,2859.38,18101,1695621,93,0.01,,,0.0001,0.0053742616437375546,398905
5308,-15.75,2858.17,18107,1698245,93,0.01,,,0.0001,0.013480497524142265,399561
,,,,1700000,,0.01,2988.3,-15.55,0.0001,0.00407663406804204,399999
5312,-15.76,2862.3,18136,1700888,93,0.01,,,0.0001,0.007395023480057716,400221
5316,-15.68,2864.07,18142,1703537,93,0.01,,,0.0001,0.005112603306770325,400884
5320,-15.75,2867.38,18149,1706184,94,0.01,,,0.0001,0.01003789808601141,401545
5324,-15.63,2885.5,18157,1709361,94,0.01,,,0.0001,0.007454173639416695,402340
5328,-15.69,2892.46,18164,1712363,94,0.01,,,0.0001,0.013005782850086689,403090
5332,-15.56,2934.58,18173,1716049,94,0.01,,,0.0001,0.01251336932182312,404012
5336,-15.61,2927.65,18180,1718776,94,0.01,,,0.0001,0.014546728692948818,404693
5340,-15.58,2930.64,18186,1721430,94,0.01,,,0.0001,0.007227754220366478,405357
5344,-15.45,2945.99,18193,1724484,94,0.01,,,0.0001,0.018443161621689796,406120
5348,-15.6,2899.41,18199,1726773,94,0.01,,,0.0001,0.015040701255202293,406693
5352,-15.59,2906.19,18207,1729798,95,0.01,,,0.0001,0.01055833138525486,407449
5356,-15.7,2887.92,18214,1732748,95,0.01,,,0.0001,0.008168774656951427,408186
5360,-15.79,2877.11,18221,1735635,95,0.01,,,0.0001,0.025984633713960648,408908
5364,-15.55,2904.26,18228,1738701,95,0.01,,,0.0001,0.015147477388381958,409675
5368,-15.39,2931.86,18234,1741770,95,0.01,,,0.0001,0.010602375492453575,410442
5372,-15.38,2927.28,18242,1744837,95,0.01,,,0.0001,0.01938370056450367,411209
5376,-15.3,2923.21,18249,1747717,95,0.01,,,0.0001,0.016901131719350815,411929
5380,-15.24,2925.09,18256,1750609,95,0.01,,,0.0001,0.005911716725677252,412652
5384,-15.26,2921.43,18263,1753570,96,0.01,,,0.0001,0.0089048370718956,413392
5388,-15.36,2902.76,18269,1756259,96,0.01,,,0.0001,0.018278080970048904,414064
5392,-15.36,2905.76,18277,1759128,96,0.01,,,0.0001,0.014445257373154163,414781
5396,-15.36,2892.03,18283,1761632,96,0.01,,,0.0001,0.016126111149787903,415407
5400,-15.36,2886.7,18290,1764521,96,0.01,,,0.0001,0.02726077288389206,416130
5404,-15.23,2903.7,18298,1767648,96,0.01,,,0.0001,0.011994922533631325,416911
5408,-15.2,2914.58,18305,1770540,96,0.01,,,0.0001,0.004642358981072903,417634
5412,-15.12,2924.56,18312,1773428,96,0.01,,,0.0001,0.016071176156401634,418356
5416,-15.13,2943.1,18319,1776545,96,0.01,,,0.0001,0.009495114907622337,419136
5420,-15.07,2947.33,18326,1779299,97,0.01,,,0.0001,0.005620685871690512,419824
5424,-15.15,2936.88,18333,1782211,97,0.01,,,0.0001,0.004507877863943577,420552
5428,-15.15,2934.48,18340,1785160,97,0.01,,,0.0001,0.014981343410909176,421289
5432,-15.26,2912.51,18347,1788295,97,0.01,,,0.0001,0.004729602485895157,422073
5436,-15.14,2934.25,18355,1791562,97,0.01,,,0.0001,0.006816311739385128,422890
5440,-15.13,2936.98,18361,1794287,97,0.01,,,0.0001,0.008146748878061771,423571
5444,-15.11,2928.8,18368,1797128,97,0.01,,,0.0001,0.006133255548775196,424281
5448,-15.07,2947.48,18375,1799890,97,0.01,,,0.0001,0.017381515353918076,424972
,,,,1800000,,0.01,2894.2,-16.55,0.0001,0.04134071618318558,424999
5452,-15.04,2943.34,18403,1802813,97,0.01,,,0.0001,0.015393986366689205,425703
5456,-15.01,2953.03,18411,1806012,98,0.01,,,0.0001,0.007984193973243237,426502
5460,-14.97,2960.42,18419,1809090,98,0.01,,,0.0001,0.013168156147003174,427272
5464,-15.0,2961.84,18426,1812183,98,0.01,,,0.0001,0.00800368096679449,428045
5468,-15.05,2963.61,18434,1815298,98,0.01,,,0.0001,0.005674184300005436,428824
5472,-15.09,2965.81,18442,1818412,98,0.01,,,0.0001,0.010342833586037159,429602
5476,-14.95,2997.09,18451,1822077,98,0.01,,,0.0001,0.008336590602993965,430519
5480,-14.95,3010.61,18458,1825314,98,0.01,,,0.0001,0.007322987075895071,431328
5484,-14.94,3011.76,18466,1828294,99,0.01,,,0.0001,0.005068856291472912,432073
5488,-14.91,3013.79,18473,1831039,99,0.01,,,0.0001,0.005404733121395111,432759
5492,-14.92,3009.34,18479,1833796,99,0.01,,,0.0001,0.008874904364347458,433448
5496,-14.83,3030.01,18486,1836824,99,0.01,,,0.0001,0.019436081871390343,434205
5500,-14.86,3023.62,18493,1839550,99,0.01,,,0.0001,0.004091628361493349,434887
5504,-14.96,3006.08,18499,1842230,99,0.01,,,0.0001,0.012173586525022984,435557
5508,-14.82,3022.28,18507,1845534,99,0.01,,,0.0001,0.0060286205261945724,436383
5512,-14.78,3026.92,18515,1848534,99,0.01,,,0.0001,0.010755473747849464,437133
5516,-14.76,3024.61,18522,1851592,99,0.01,,,0.0001,0.0036749830469489098,437897
5520,-14.72,3027.85,18529,1854422,100,0.01,,,0.0001,0.015482517890632153,438605
5524,-14.7,3041.8,18538,1857686,100,0.01,,,0.0001,0.02370736002922058,439421
5528,-14.65,3054.87,18546,1860956,100,0.01,,,0.0001,0.030830368399620056,440238
5532,-14.66,3054.06,18553,1864068,100,0.01,,,0.0001,0.007537640165537596,441016
5536,-14.75,3045.31,18560,1867117,100,0.01,,,0.0001,0.010317515581846237,441779
5540,-14.45,3093.92,18570,1871063,100,0.01,,,0.0001,0.004339640960097313,442765
5544,-14.31,3126.0,18579,1874712,100,0.01,,,0.0001,0.009734207764267921,443677
5548,-14.17,3149.26,18587,1878059,101,0.01,,,0.0001,0.0066451421007514,444514
5552,-14.18,3157.52,18595,1881184,101,0.01,,,0.0001,0.015085021033883095,445295
5556,-14.22,3147.71,18602,1884131,101,0.01,,,0.0001,0.005327380262315273,446032
5560,-14.16,3156.66,18609,1887434,101,0.01,,,0.0001,0.020030014216899872,446858
5564,-14.19,3142.61,18615,1890177,101,0.01,,,0.0001,0.008236251771450043,447544
5568,-13.98,3163.24,18625,1893809,101,0.01,,,0.0001,0.010943373665213585,448452
5572,-13.87,3169.95,18633,1897096,101,0.01,,,0.0001,0.02520001120865345,449273
5576,-14.01,3136.81,18640,1899934,101,0.01,,,0.0001,0.027006488293409348,449983
,,,,1900000,,0.01,3617.1,-12.45,0.0001,0.004068657755851746,449999
5580,-14.0,3130.51,18674,1903011,101,0.01,,,0.0001,0.00918429996818304,450752
5584,-13.94,3137.2,18682,1906160,102,0.01,,,0.0001,0.009638127870857716,451539
5588,-13.81,3163.76,18690,1909574,102,0.01,,,0.0001,0.008130080066621304,452393
5592,-13.61,3194.16,18699,1913092,102,0.01,,,0.0001,0.017735997214913368,453272
5596,-13.61,3199.54,18707,1916253,102,0.01,,,0.0001,0.007096703164279461,454063
5600,-13.48,3224.81,18715,1919617,102,0.01,,,0.0001,0.009489474818110466,454904
5604,-13.32,3262.04,18724,1923224,102,0.01,,,0.0001,0.006889702286571264,455805
5608,-13.35,3254.19,18731,1926324,102,0.01,,,0.0001,0.008453655056655407,456580
5612,-13.44,3250.71,18738,1929244,102,0.01,,,0.0001,0.01250377669930458,457310
5616,-13.37,3258.48,18746,1932501,103,0.01,,,0.0001,0.021543528884649277,458125
5620,-13.27,3285.25,18755,1936007,103,0.01,,,0.0001,0.020057717338204384,459001
5624,-13.15,3293.04,18763,1939461,103,0.01,,,0.0001,0.032804250717163086,459865
5628,-13.07,3299.78,18771,1942902,103,0.01,,,0.0001,0.01293439231812954,460725
5632,-12.98,3303.81,18779,1946111,103,0.01,,,0.0001,0.004733838140964508,461527
5636,-12.9,3313.4,18787,1949407,103,0.01,,,0.0001,0.013047244399785995,462351
5640,-13.05,3282.33,18795,1952569,103,0.01,,,0.0001,0.006310778204351664,463142
5644,-13.06,3283.91,18804,1956254,104,0.01,,,0.0001,0.012979744002223015,464063
5648,-13.07,3274.26,18811,1959351,104,0.01,,,0.0001,0.01383720152080059,464837
5652,-12.93,3292.17,18820,1962932,104,0.01,,,0.0001,0.008092755451798439,465732
5656,-12.86,3296.36,18828,1965983,104,0.01,,,0.0001,0.012929694727063179,466495
5660,-12.85,3307.3,18836,1969558,104,0.01,,,0.0001,0.009283129125833511,467389
5664,-12.76,3330.39,18844,1972885,104,0.01,,,0.0001,0.008582099340856075,468221
5668,-12.86,3319.85,18853,1976250,104,0.01,,,0.0001,0.01520516723394394,469062
5672,-12.87,3310.71,18860,1979309,104,0.01,,,0.0001,0.011524064466357231,469827
5676,-12.83,3321.85,18868,1982425,105,0.01,,,0.0001,0.006056506186723709,470606
5680,-12.7,3336.49,18877,1985865,105,0.01,,,0.0001,0.01012389361858368,471466
5684,-12.64,3355.87,18886,1989500,105,0.01,,,0.0001,0.013186701573431492,472374
5688,-12.58,3350.79,18894,1992783,105,0.01,,,0.0001,0.014022993855178356,473195
5692,-12.5,3354.54,18902,1996396,105,0.01,,,0.0001,0.00987563282251358,474098
,,,,2000000,,0.01,3639.9,-11.4,0.0001,0.036036837846040726,474999
5696,-12.33,3400.02,18939,2000683,105,0.01,,,0.0001,0.010835900902748108,475170
5700,-12.33,3402.92,18947,2004123,105,0.01,,,0.0001,0.02702346444129944,476030
5704,-12.47,3370.76,18954,2006925,105,0.01,,,0.0001,0.01305780466645956,476731
5708,-12.38,3407.2,18964,2010935,106,0.01,,,0.0001,0.011765451170504093,477733
5712,-12.16,3425.64,18972,2014310,106,0.01,,,0.0001,0.004843502305448055,478577
5716,-12.15,3423.31,18980,2017501,106,0.01,,,0.0001,0.008859281428158283,479375
5720,-12.08,3435.38,18989,2021305,106,0.01,,,0.0001,0.003317561000585556,480326
5724,-12.19,3427.31,18997,2024559,106,0.01,,,0.0001,0.006826804019510746,481139
5728,-12.22,3433.83,19006,2028166,106,0.01,,,0.0001,0.02965633198618889,482041
5732,-12.16,3453.96,19014,2031882,106,0.01,,,0.0001,0.009267681278288364,482970
5736,-12.12,3455.12,19022,2035210,106,0.01,,,0.0001,0.003159704152494669,483802
5740,-12.08,3473.18,19030,2038822,107,0.01,,,0.0001,0.0066460901871323586,484705
5744,-11.96,3491.94,19039,2042988,107,0.01,,,0.0001,0.025889789685606956,485746
5748,-11.91,3500.02,19047,2046300,107,0.01,,,0.0001,0.003141602035611868,486574
5752,-11.83,3510.11,19056,2050130,107,0.01,,,0.0001,0.003128412878140807,487532
5756,-11.87,3515.74,19064,2053319,107,0.01,,,0.0001,0.009716100990772247,488329
5760,-11.68,3534.49,19074,2057360,107,0.01,,,0.0001,0.004300740081816912,489339
5764,-11.71,3537.96,19082,2060763,107,0.01,,,0.0001,0.01593158021569252,490190
5768,-11.84,3523.45,19090,2063767,108,0.01,,,0.0001,0.004906260408461094,490941
5772,-11.88,3531.4,19098,2067018,108,0.01,,,0.0001,0.010335001163184643,491754
5776,-11.79,3545.63,19106,2070479,108,0.01,,,0.0001,0.007388766389340162,492619
5780,-11.87,3548.48,19115,2073996,108,0.01,,,0.0001,0.0036987229250371456,493498
5784,-11.86,3540.04,19124,2077425,108,0.01,,,0.0001,0.018056249246001244,494356
5788,-11.88,3539.99,19132,2080707,108,0.01,,,0.0001,0.008188748732209206,495176
5792,-11.92,3546.15,19141,2084475,108,0.01,,,0.0001,0.01227082870900631,496118
5796,-12.11,3501.07,19149,2087639,109,0.01,,,0.0001,0.0213371142745018,496909
5800,-11.95,3512.66,19158,2091365,109,0.01,,,0.0001,0.02722189575433731,497841
5804,-11.82,3546.02,19167,2095011,109,0.01,,,0.0001,0.011022706516087055,498752
5808,-11.87,3527.65,19176,2098563,109,0.01,,,0.0001,0.005943628028035164,499640
,,,,2100000,,0.01,3696.65,-12.0,0.0001,0.007210367359220982,499999
5812,-11.97,3518.91,19210,2101726,109,0.01,,,0.0001,0.02334281988441944,500431
5816,-11.68,3539.81,19219,2105445,109,0.01,,,0.0001,0.020757220685482025,501361
5820,-11.64,3533.44,19227,2109097,109,0.01,,,0.0001,0.007298674900084734,502274
5824,-11.44,3574.98,19238,2113389,109,0.01,,,0.0001,0.01233296561986208,503347
5828,-11.52,3559.72,19246,2116606,109,0.01,,,0.0001,0.014445450156927109,504151
5832,-11.54,3563.44,19255,2120411,110,0.01,,,0.0001,0.006027738098055124,505102
5836,-11.48,3575.88,19263,2124039,110,0.01,,,0.0001,0.033665359020233154,506009
5840,-11.48,3567.68,19272,2127445,110,0.01,,,0.0001,0.005823598243296146,506861
5844,-11.76,3526.62,19280,2130579,110,0.01,,,0.0001,0.005770428571850061,507644
5848,-11.78,3523.85,19288,2133805,110,0.01,,,0.0001,0.00667967414483428,508451
5852,-11.88,3504.57,19296,2137159,110,0.01,,,0.0001,0.008106213063001633,509289
5856,-11.7,3539.43,19306,2141219,110,0.01,,,0.0001,0.007256180047988892,510304
5860,-11.72,3526.15,19315,2144930,111,0.01,,,0.0001,0.009686360135674477,511232
5864,-11.7,3528.67,19323,2148405,111,0.01,,,0.0001,0.0227467380464077,512101
5868,-11.55,3555.47,19331,2152076,111,0.01,,,0.0001,0.005947961006313562,513018
5872,-11.45,3562.01,19340,2155495,111,0.01,,,0.0001,0.023744508624076843,513873
5876,-11.54,3572.89,19349,2159241,111,0.01,,,0.0001,0.010904843918979168,514810
5880,-11.47,3582.57,19358,2163003,111,0.01,,,0.0001,0.0054490650072693825,515750
5884,-11.38,3595.73,19367,2166757,111,0.01,,,0.0001,0.023508906364440918,516689
5888,-11.36,3604.94,19375,2170269,112,0.01,,,0.0001,0.017356079071760178,517567
5892,-11.4,3600.44,19384,2173929,112,0.01,,,0.0001,0.014035915024578571,518482
5896,-11.17,3641.82,19394,2178139,112,0.01,,,0.0001,0.008104858919978142,519534
5900,-11.25,3648.36,19403,2182033,112,0.01,,,0.0001,0.009729450568556786,520508
5904,-11.11,3665.39,19413,2186105,112,0.01,,,0.0001,0.012736610136926174,521526
5908,-11.09,3656.48,19421,2189432,112,0.01,,,0.0001,0.007793927099555731,522357
5912,-11.02,3681.76,19431,2193220,112,0.01,,,0.0001,0.004517311230301857,523304
5916,-11.18,3679.06,19440,2196869,113,0.01,,,0.0001,0.008334886282682419,524217
,,,,2200000,,0.01,3823.05,-10.5,0.0001,0.0024561432655900717,524999
5920,-11.25,3674.21,19476,2200390,112,0.01,,,0.0001,0.004441568627953529,525097
5924,-11.32,3660.92,19485,2204351,113,0.01,,,0.0001,0.011814340949058533,526087
5928,-11.32,3657.65,19492,2207498,113,0.01,,,0.0001,0.01573978364467621,526874
5932,-11.3,3658.02,19501,2211312,113,0.01,,,0.0001,0.008659666404128075,527827
5936,-11.36,3644.88,19509,2214617,113,0.01,,,0.0001,0.0141302440315485,528654
5940,-11.32,3660.09,19518,2218395,113,0.01,,,0.0001,0.015454462729394436,529598
5944,-11.15,3689.84,19528,2222269,113,0.01,,,0.0001,0.028670882806181908,530567
5948,-11.11,3709.39,19537,2225994,113,0.01,,,0.0001,0.04105807840824127,531498
5952,-11.19,3707.89,19545,2229298,114,0.01,,,0.0001,0.011325009167194366,532324
5956,-11.3,3685.03,19554,2232795,114,0.01,,,0.0001,0.009260149672627449,533198
5960,-11.52,3662.63,19562,2235951,114,0.01,,,0.0001,0.014397112652659416,533987
5964,-11.55,3665.42,19570,2239499,114,0.01,,,0.0001,0.00596946245059371,534874
5968,-11.54,3667.03,19579,2243214,114,0.01,,,0.0001,0.0240183025598526,535803
5972,-11.5,3680.74,19589,2246969,114,0.01,,,0.0001,0.004959701094776392,536742
5976,-11.42,3676.63,19598,2250604,114,0.01,,,0.0001,0.00477516558021307,537650
5980,-11.42,3681.13,19607,2254474,114,0.01,,,0.0001,0.010738618671894073,538618
5984,-11.58,3677.16,19616,2258134,115,0.01,,,0.0001,0.005342827178537846,539533
5988,-11.45,3706.82,19626,2262381,115,0.01,,,0.0001,0.011665215715765953,540595
5992,-11.57,3704.98,19635,2265989,115,0.01,,,0.0001,0.004352402873337269,541497
5996,-11.52,3705.87,19646,2270210,115,0.01,,,0.0001,0.008579056710004807,542552
6000,-11.65,3675.53,19653,2273354,115,0.01,,,0.0001,0.008190229535102844,543338
6004,-11.75,3663.75,19663,2277125,115,0.01,,,0.0001,0.006013213656842709,544281
6008,-11.73,3679.02,19672,2280835,115,0.01,,,0.0001,0.037101298570632935,545208
6012,-11.71,3677.01,19680,2284578,116,0.01,,,0.0001,0.04230600222945213,546144
6016,-11.72,3688.01,19689,2288498,116,0.01,,,0.0001,0.036037445068359375,547124
6020,-11.77,3679.53,19697,2291807,116,0.01,,,0.0001,0.012618804350495338,547951
6024,-11.71,3684.4,19706,2295890,116,0.01,,,0.0001,0.015059804543852806,548972
6028,-11.57,3721.38,19715,2299958,116,0.01,,,0.0001,0.03572327271103859,549989
,,,,2300000,,0.01,3815.0,-10.15,0.0001,0.012352516874670982,549999
6032,-11.6,3719.73,19752,2303733,116,0.01,,,0.0001,0.012435400858521461,550933
6036,-11.5,3755.51,19763,2307939,116,0.01,,,0.0001,0.00960085541009903,551984
6040,-11.47,3768.07,19773,2312042,116,0.01,,,0.0001,0.005206707864999771,553010
6044,-11.48,3762.31,19783,2315777,117,0.01,,,0.0001,0.029362790286540985,553944
6048,-11.29,3789.75,19794,2320187,117,0.01,,,0.0001,0.006621592678129673,555046
