rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,train/clip_range,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
284.0,961,18,36864,38,96.0,0.2,4.5851106e-05,-0.02284588193288073,4397.532424926758,0.002197265625,68,0.00025,2175.46435546875,0.04630637168884277,0.0010101525695063174,,
284.0,962,19,38912,40,96.0,0.2,0.00012786829,-0.02441513119265437,4114.882141113281,0.001220703125,72,0.00025,1960.4923095703125,0.07955890893936157,-0.0002500637201592326,,
284.0,962,20,40960,42,96.0,0.2,0.0017575563,-0.03549657762050629,3413.9380798339844,0.00341796875,76,0.00025,1584.2303466796875,0.10436666011810303,-0.00026101386174559593,,
284.0,963,21,43008,44,96.0,0.2,0.0022784392,-0.04722022928763181,3880.7381896972656,0.0032958984375,80,0.00025,1939.3778076171875,0.09433233737945557,0.00022966595133766532,,
284.0,964,22,45056,46,96.0,0.2,0.00081626046,-0.05561062600463629,3677.6455993652344,0.0030517578125,84,0.00025,2011.4947509765625,0.1327204704284668,0.00017564056906849146,,
284.0,964,23,47104,48,96.0,0.2,0.0004674007,-0.04529273300431669,3278.440963745117,0.0067138671875,88,0.00025,1708.42041015625,0.12832194566726685,0.0003663994139060378,,
284.0,965,24,49152,50,96.0,0.2,0.00040657885,-0.04189429560210556,3573.1542205810547,0.0013427734375,92,0.00025,1710.4913330078125,0.15520554780960083,0.00026201969012618065,,
284.0,966,25,51200,53,96.0,0.2,0.00027216662,-0.03244244621600956,3669.312713623047,0.00341796875,96,0.00025,1693.977294921875,0.16496407985687256,0.00027889347984455526,,
284.0,966,26,53248,55,96.0,0.2,0.00044222205,-0.019185560755431652,3459.432571411133,0.001708984375,100,0.00025,1753.0604248046875,0.1703222393989563,0.00046307570300996304,,
284.0,967,27,55296,57,96.0,0.2,0.00014954273,-0.031245448626577854,3385.2853088378906,0.0018310546875,104,0.00025,1820.7025146484375,0.16284507513046265,-0.0001358439913019538,,
284.0,967,28,57344,59,96.0,0.2,0.0019513555,-0.03068832360440865,3564.984161376953,0.0048828125,108,0.00025,1741.3028564453125,0.19131958484649658,0.0017627503839321434,,
